Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
88.3453,1,2.4,40,36,20
146.934,2,2.4,40,36,20
112.108,3,2.4,40,36,20
147.087,4,2.4,40,36,20
174.596,5,2.4,40,36,20
157.145,6,2.4,40,36,20
229.993,7,2.4,40,36,20
306.849,8,2.4,40,36,20
249.676,9,2.4,40,36,20
231.995,10,2.4,40,36,20
387.804,11,2.4,40,36,20
326.826,12,2.4,40,36,20
400.232,13,2.4,40,36,20
318.046,14,2.4,40,36,20
315.011,15,2.4,40,36,20
327.855,16,2.4,40,36,20
272.578,17,2.4,40,36,20
368.561,18,2.4,40,36,20
403.202,19,2.4,40,36,20
454.663,20,2.4,40,36,20
598.431,21,2.4,40,36,20
428.366,22,2.4,40,36,20
297.732,23,2.4,40,36,20
500.346,24,2.4,40,36,20
416.366,25,2.4,40,36,20
482.891,26,2.4,40,36,20
428.68,27,2.4,40,36,20
771.74,28,2.4,40,36,20
538.651,29,2.4,40,36,20
596.199,30,2.4,40,36,20
709.397,31,2.4,40,36,20
686.464,32,2.4,40,36,20
801.396,33,2.4,40,36,20
621.741,34,2.4,40,36,20
765.674,35,2.4,40,36,20
625.39,36,2.4,40,36,20
582.505,37,2.4,40,36,20
750.164,38,2.4,40,36,20
692.812,39,2.4,40,36,20
739.665,40,2.4,40,36,20
869.061,41,2.4,40,36,20
655.392,42,2.4,40,36,20
1039.77,43,2.4,40,36,20
886.651,44,2.4,40,36,20
1067.98,45,2.4,40,36,20
741.7,46,2.4,40,36,20
734.934,47,2.4,40,36,20
902.418,48,2.4,40,36,20
707.767,49,2.4,40,36,20
754.395,50,2.4,40,36,20
822.372,51,2.4,40,36,20
724.692,52,2.4,40,36,20
938.943,53,2.4,40,36,20
923.243,54,2.4,40,36,20
810.397,55,2.4,40,36,20
842.675,56,2.4,40,36,20
1119.67,57,2.4,40,36,20
1083.48,58,2.4,40,36,20
958.378,59,2.4,40,36,20
1377.93,60,2.4,40,36,20
89.8155,1,5,160,36,20
173.663,2,5,160,36,20
193.793,3,5,160,36,20
114.534,4,5,160,36,20
101.903,5,5,160,36,20
113.664,6,5,160,36,20
78.2083,7,5,160,36,20
207.889,8,5,160,36,20
130.283,9,5,160,36,20
114.453,10,5,160,36,20
139.784,11,5,160,36,20
118.304,12,5,160,36,20
220.402,13,5,160,36,20
156.945,14,5,160,36,20
85.3337,15,5,160,36,20
128.515,16,5,160,36,20
131.476,17,5,160,36,20
171.354,18,5,160,36,20
210.783,19,5,160,36,20
134.622,20,5,160,36,20
250.2,21,5,160,36,20
170.279,22,5,160,36,20
140.539,23,5,160,36,20
281.354,24,5,160,36,20
185.298,25,5,160,36,20
179.203,26,5,160,36,20
238.321,27,5,160,36,20
300.738,28,5,160,36,20
212.46,29,5,160,36,20
218.739,30,5,160,36,20
361.956,31,5,160,36,20
286.519,32,5,160,36,20
379.842,33,5,160,36,20
294.185,34,5,160,36,20
337.741,35,5,160,36,20
272.966,36,5,160,36,20
354.387,37,5,160,36,20
326.714,38,5,160,36,20
324.199,39,5,160,36,20
349.943,40,5,160,36,20
307.013,41,5,160,36,20
406.666,42,5,160,36,20
515.424,43,5,160,36,20
406.2,44,5,160,36,20
557.107,45,5,160,36,20
283,46,5,160,36,20
424.629,47,5,160,36,20
414.862,48,5,160,36,20
452.206,49,5,160,36,20
414.707,50,5,160,36,20
