Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
88.3867,1,2.4,40,49,20
114.699,2,2.4,40,49,20
138.073,3,2.4,40,49,20
168.903,4,2.4,40,49,20
164.509,5,2.4,40,49,20
143.158,6,2.4,40,49,20
370.492,7,2.4,40,49,20
282.418,8,2.4,40,49,20
278.154,9,2.4,40,49,20
242.274,10,2.4,40,49,20
284.864,11,2.4,40,49,20
222.042,12,2.4,40,49,20
414.937,13,2.4,40,49,20
268.641,14,2.4,40,49,20
345.292,15,2.4,40,49,20
354.653,16,2.4,40,49,20
262.951,17,2.4,40,49,20
395.506,18,2.4,40,49,20
371.775,19,2.4,40,49,20
347.251,20,2.4,40,49,20
656.563,21,2.4,40,49,20
538.786,22,2.4,40,49,20
483.702,23,2.4,40,49,20
441.376,24,2.4,40,49,20
548.253,25,2.4,40,49,20
796.617,26,2.4,40,49,20
406.709,27,2.4,40,49,20
796.424,28,2.4,40,49,20
466.356,29,2.4,40,49,20
531.613,30,2.4,40,49,20
647.008,31,2.4,40,49,20
600.386,32,2.4,40,49,20
704.152,33,2.4,40,49,20
674.762,34,2.4,40,49,20
883.506,35,2.4,40,49,20
644.086,36,2.4,40,49,20
666.136,37,2.4,40,49,20
779.941,38,2.4,40,49,20
566.597,39,2.4,40,49,20
845.643,40,2.4,40,49,20
1027.77,41,2.4,40,49,20
741.956,42,2.4,40,49,20
958.042,43,2.4,40,49,20
730.073,44,2.4,40,49,20
1247.73,45,2.4,40,49,20
962.458,46,2.4,40,49,20
748.193,47,2.4,40,49,20
859.069,48,2.4,40,49,20
873.223,49,2.4,40,49,20
836.058,50,2.4,40,49,20
864.251,51,2.4,40,49,20
695.435,52,2.4,40,49,20
686.687,53,2.4,40,49,20
950.878,54,2.4,40,49,20
887.329,55,2.4,40,49,20
752.668,56,2.4,40,49,20
995.435,57,2.4,40,49,20
1207.58,58,2.4,40,49,20
1064.42,59,2.4,40,49,20
1752.3,60,2.4,40,49,20
274.954,1,5,160,49,20
173.136,2,5,160,49,20
144.133,3,5,160,49,20
87.2617,4,5,160,49,20
133.255,5,5,160,49,20
89.9362,6,5,160,49,20
56.1797,7,5,160,49,20
241.309,8,5,160,49,20
145.744,9,5,160,49,20
162.379,10,5,160,49,20
117.359,11,5,160,49,20
136.683,12,5,160,49,20
248.069,13,5,160,49,20
158.225,14,5,160,49,20
107.298,15,5,160,49,20
116.442,16,5,160,49,20
144.099,17,5,160,49,20
126.705,18,5,160,49,20
128.943,19,5,160,49,20
160.336,20,5,160,49,20
201.347,21,5,160,49,20
220.703,22,5,160,49,20
189.624,23,5,160,49,20
235.728,24,5,160,49,20
234.906,25,5,160,49,20
311.135,26,5,160,49,20
191.631,27,5,160,49,20
305.809,28,5,160,49,20
223.979,29,5,160,49,20
243.995,30,5,160,49,20
285.377,31,5,160,49,20
265.008,32,5,160,49,20
333.874,33,5,160,49,20
290.899,34,5,160,49,20
538.07,35,5,160,49,20
328.412,36,5,160,49,20
359.258,37,5,160,49,20
350.174,38,5,160,49,20
312.681,39,5,160,49,20
362.62,40,5,160,49,20
379.142,41,5,160,49,20
401.283,42,5,160,49,20
383.679,43,5,160,49,20
364.891,44,5,160,49,20
513.595,45,5,160,49,20
397.248,46,5,160,49,20
328.341,47,5,160,49,20
390.963,48,5,160,49,20
442.434,49,5,160,49,20
399.692,50,5,160,49,20
