Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
88.3539,1,2.4,40,48,20
97.9338,2,2.4,40,48,20
130.176,3,2.4,40,48,20
113.775,4,2.4,40,48,20
167.843,5,2.4,40,48,20
164.905,6,2.4,40,48,20
297.098,7,2.4,40,48,20
303.65,8,2.4,40,48,20
298.444,9,2.4,40,48,20
255.704,10,2.4,40,48,20
362.723,11,2.4,40,48,20
297.26,12,2.4,40,48,20
446.752,13,2.4,40,48,20
254.157,14,2.4,40,48,20
325.362,15,2.4,40,48,20
326.616,16,2.4,40,48,20
285.222,17,2.4,40,48,20
313.71,18,2.4,40,48,20
427.841,19,2.4,40,48,20
359.592,20,2.4,40,48,20
588.54,21,2.4,40,48,20
514.023,22,2.4,40,48,20
351.696,23,2.4,40,48,20
395.188,24,2.4,40,48,20
448.168,25,2.4,40,48,20
670.252,26,2.4,40,48,20
577.476,27,2.4,40,48,20
739.601,28,2.4,40,48,20
600.473,29,2.4,40,48,20
543.834,30,2.4,40,48,20
539.839,31,2.4,40,48,20
632.481,32,2.4,40,48,20
785.481,33,2.4,40,48,20
614.882,34,2.4,40,48,20
796.555,35,2.4,40,48,20
580.037,36,2.4,40,48,20
562.251,37,2.4,40,48,20
766.726,38,2.4,40,48,20
609.715,39,2.4,40,48,20
883.647,40,2.4,40,48,20
1014.58,41,2.4,40,48,20
843.984,42,2.4,40,48,20
753.928,43,2.4,40,48,20
826.954,44,2.4,40,48,20
1080.89,45,2.4,40,48,20
839.96,46,2.4,40,48,20
726.501,47,2.4,40,48,20
802.796,48,2.4,40,48,20
719.157,49,2.4,40,48,20
783.657,50,2.4,40,48,20
924.865,51,2.4,40,48,20
812.871,52,2.4,40,48,20
865.021,53,2.4,40,48,20
914.072,54,2.4,40,48,20
800.639,55,2.4,40,48,20
909.924,56,2.4,40,48,20
1327.46,57,2.4,40,48,20
1051.83,58,2.4,40,48,20
1108.98,59,2.4,40,48,20
1147.02,60,2.4,40,48,20
46.0575,1,5,160,48,20
0,2,5,160,48,20
186.259,3,5,160,48,20
71.086,4,5,160,48,20
110.031,5,5,160,48,20
96.0761,6,5,160,48,20
64.1857,7,5,160,48,20
180.669,8,5,160,48,20
127.785,9,5,160,48,20
165.629,10,5,160,48,20
254.893,11,5,160,48,20
109.191,12,5,160,48,20
306.035,13,5,160,48,20
183.046,14,5,160,48,20
120.868,15,5,160,48,20
155.135,16,5,160,48,20
97.4184,17,5,160,48,20
138.033,18,5,160,48,20
170.527,19,5,160,48,20
130.53,20,5,160,48,20
209.446,21,5,160,48,20
154.777,22,5,160,48,20
170.198,23,5,160,48,20
169.503,24,5,160,48,20
215.966,25,5,160,48,20
258.491,26,5,160,48,20
237.832,27,5,160,48,20
295.399,28,5,160,48,20
269.14,29,5,160,48,20
221.927,30,5,160,48,20
296.206,31,5,160,48,20
296.485,32,5,160,48,20
414.226,33,5,160,48,20
353.591,34,5,160,48,20
377.165,35,5,160,48,20
314.529,36,5,160,48,20
398.985,37,5,160,48,20
356.836,38,5,160,48,20
332.489,39,5,160,48,20
427.228,40,5,160,48,20
480.776,41,5,160,48,20
525.381,42,5,160,48,20
421.834,43,5,160,48,20
417.596,44,5,160,48,20
418.258,45,5,160,48,20
346.251,46,5,160,48,20
324.69,47,5,160,48,20
385.882,48,5,160,48,20
371.822,49,5,160,48,20
