Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
88.3165,1,2.4,40,46,20
126.34,2,2.4,40,46,20
146.287,3,2.4,40,46,20
177.327,4,2.4,40,46,20
164.369,5,2.4,40,46,20
141.281,6,2.4,40,46,20
277.107,7,2.4,40,46,20
310.214,8,2.4,40,46,20
317.468,9,2.4,40,46,20
224.742,10,2.4,40,46,20
336.835,11,2.4,40,46,20
257.299,12,2.4,40,46,20
417.643,13,2.4,40,46,20
350.442,14,2.4,40,46,20
355.186,15,2.4,40,46,20
356.748,16,2.4,40,46,20
303.077,17,2.4,40,46,20
401.694,18,2.4,40,46,20
476.662,19,2.4,40,46,20
412.279,20,2.4,40,46,20
567.309,21,2.4,40,46,20
502.079,22,2.4,40,46,20
375.653,23,2.4,40,46,20
613.862,24,2.4,40,46,20
607.889,25,2.4,40,46,20
596.783,26,2.4,40,46,20
509.064,27,2.4,40,46,20
674.432,28,2.4,40,46,20
591.809,29,2.4,40,46,20
566.504,30,2.4,40,46,20
778.707,31,2.4,40,46,20
664.908,32,2.4,40,46,20
905.025,33,2.4,40,46,20
595.611,34,2.4,40,46,20
788.225,35,2.4,40,46,20
570.076,36,2.4,40,46,20
766.562,37,2.4,40,46,20
809.947,38,2.4,40,46,20
621.743,39,2.4,40,46,20
824.036,40,2.4,40,46,20
826.977,41,2.4,40,46,20
785.079,42,2.4,40,46,20
936.933,43,2.4,40,46,20
857.91,44,2.4,40,46,20
972.329,45,2.4,40,46,20
729.382,46,2.4,40,46,20
670.396,47,2.4,40,46,20
804.942,48,2.4,40,46,20
761.882,49,2.4,40,46,20
735.385,50,2.4,40,46,20
956.572,51,2.4,40,46,20
756.132,52,2.4,40,46,20
772.831,53,2.4,40,46,20
837.208,54,2.4,40,46,20
934.145,55,2.4,40,46,20
872.55,56,2.4,40,46,20
939.275,57,2.4,40,46,20
1259.79,58,2.4,40,46,20
1165.85,59,2.4,40,46,20
966.118,60,2.4,40,46,20
88.1354,1,5,160,46,20
171.324,2,5,160,46,20
68.2622,3,5,160,46,20
76.1835,4,5,160,46,20
121.735,5,5,160,46,20
125.498,6,5,160,46,20
51.405,7,5,160,46,20
188.64,8,5,160,46,20
139.427,9,5,160,46,20
239.28,10,5,160,46,20
190.878,11,5,160,46,20
173.11,12,5,160,46,20
256.462,13,5,160,46,20
169.221,14,5,160,46,20
122.043,15,5,160,46,20
144.876,16,5,160,46,20
152.81,17,5,160,46,20
161.274,18,5,160,46,20
198.497,19,5,160,46,20
188.088,20,5,160,46,20
221.817,21,5,160,46,20
170.349,22,5,160,46,20
176.121,23,5,160,46,20
202.908,24,5,160,46,20
228.885,25,5,160,46,20
182.454,26,5,160,46,20
214.527,27,5,160,46,20
264.544,28,5,160,46,20
236.497,29,5,160,46,20
211.524,30,5,160,46,20
344.354,31,5,160,46,20
342.014,32,5,160,46,20
344.724,33,5,160,46,20
314.315,34,5,160,46,20
370.254,35,5,160,46,20
319.68,36,5,160,46,20
397.169,37,5,160,46,20
350.408,38,5,160,46,20
317.182,39,5,160,46,20
350.183,40,5,160,46,20
365.295,41,5,160,46,20
489.974,42,5,160,46,20
447.63,43,5,160,46,20
420.323,44,5,160,46,20
483.059,45,5,160,46,20
397.196,46,5,160,46,20
324.633,47,5,160,46,20
330.215,48,5,160,46,20
364.274,49,5,160,46,20
402.383,50,5,160,46,20
