Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
88.277,1,2.4,40,38,20
75.7373,2,2.4,40,38,20
145.676,3,2.4,40,38,20
157.387,4,2.4,40,38,20
199.862,5,2.4,40,38,20
164.604,6,2.4,40,38,20
283.613,7,2.4,40,38,20
227.145,8,2.4,40,38,20
232.331,9,2.4,40,38,20
224.877,10,2.4,40,38,20
316.462,11,2.4,40,38,20
265.974,12,2.4,40,38,20
437.326,13,2.4,40,38,20
302.525,14,2.4,40,38,20
280.449,15,2.4,40,38,20
423.02,16,2.4,40,38,20
319.012,17,2.4,40,38,20
402.65,18,2.4,40,38,20
356.473,19,2.4,40,38,20
393.114,20,2.4,40,38,20
459.818,21,2.4,40,38,20
357.917,22,2.4,40,38,20
316.826,23,2.4,40,38,20
567.917,24,2.4,40,38,20
370.183,25,2.4,40,38,20
665.812,26,2.4,40,38,20
472.487,27,2.4,40,38,20
679.401,28,2.4,40,38,20
539.836,29,2.4,40,38,20
593.126,30,2.4,40,38,20
705.056,31,2.4,40,38,20
817.693,32,2.4,40,38,20
1102.66,33,2.4,40,38,20
644.133,34,2.4,40,38,20
771.272,35,2.4,40,38,20
514.648,36,2.4,40,38,20
605.588,37,2.4,40,38,20
837.255,38,2.4,40,38,20
757.181,39,2.4,40,38,20
909.16,40,2.4,40,38,20
1128.3,41,2.4,40,38,20
826.803,42,2.4,40,38,20
878.377,43,2.4,40,38,20
863.593,44,2.4,40,38,20
972.273,45,2.4,40,38,20
829.492,46,2.4,40,38,20
686.128,47,2.4,40,38,20
742.439,48,2.4,40,38,20
859.309,49,2.4,40,38,20
793.366,50,2.4,40,38,20
1003.76,51,2.4,40,38,20
871.044,52,2.4,40,38,20
942.551,53,2.4,40,38,20
937.522,54,2.4,40,38,20
764.909,55,2.4,40,38,20
862.951,56,2.4,40,38,20
833.691,57,2.4,40,38,20
1031.65,58,2.4,40,38,20
993.031,59,2.4,40,38,20
1406.39,60,2.4,40,38,20
46.6921,1,5,160,38,20
147.248,2,5,160,38,20
77.9289,3,5,160,38,20
77.4093,4,5,160,38,20
230.047,5,5,160,38,20
73.1095,6,5,160,38,20
112.325,7,5,160,38,20
224.139,8,5,160,38,20
112.725,9,5,160,38,20
271.464,10,5,160,38,20
142.739,11,5,160,38,20
100.149,12,5,160,38,20
349.438,13,5,160,38,20
184.343,14,5,160,38,20
115.161,15,5,160,38,20
157.804,16,5,160,38,20
164.71,17,5,160,38,20
160.622,18,5,160,38,20
165.722,19,5,160,38,20
150.212,20,5,160,38,20
283.407,21,5,160,38,20
118.888,22,5,160,38,20
164.46,23,5,160,38,20
199.618,24,5,160,38,20
166.672,25,5,160,38,20
268.167,26,5,160,38,20
230.618,27,5,160,38,20
297.633,28,5,160,38,20
257.86,29,5,160,38,20
278.291,30,5,160,38,20
290.115,31,5,160,38,20
296.752,32,5,160,38,20
394.033,33,5,160,38,20
342.295,34,5,160,38,20
289.239,35,5,160,38,20
269.958,36,5,160,38,20
332.881,37,5,160,38,20
359.026,38,5,160,38,20
321.553,39,5,160,38,20
358.794,40,5,160,38,20
410.381,41,5,160,38,20
441.289,42,5,160,38,20
451.611,43,5,160,38,20
489.145,44,5,160,38,20
492.909,45,5,160,38,20
444.619,46,5,160,38,20
362.953,47,5,160,38,20
383.189,48,5,160,38,20
379.848,49,5,160,38,20
365.686,50,5,160,38,20
