Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
87.5335,1,2.4,40,38,20
75.4646,2,2.4,40,38,20
143.126,3,2.4,40,38,20
148.365,4,2.4,40,38,20
248.192,5,2.4,40,38,20
218.417,6,2.4,40,38,20
338.683,7,2.4,40,38,20
201.318,8,2.4,40,38,20
235.233,9,2.4,40,38,20
218.467,10,2.4,40,38,20
301.098,11,2.4,40,38,20
220.872,12,2.4,40,38,20
412.396,13,2.4,40,38,20
337.812,14,2.4,40,38,20
337.524,15,2.4,40,38,20
319.811,16,2.4,40,38,20
275.728,17,2.4,40,38,20
594.408,18,2.4,40,38,20
408.015,19,2.4,40,38,20
280.097,20,2.4,40,38,20
541.357,21,2.4,40,38,20
333.766,22,2.4,40,38,20
312.789,23,2.4,40,38,20
388.167,24,2.4,40,38,20
458.308,25,2.4,40,38,20
592.378,26,2.4,40,38,20
403.321,27,2.4,40,38,20
639.434,28,2.4,40,38,20
525.548,29,2.4,40,38,20
700.222,30,2.4,40,38,20
669.408,31,2.4,40,38,20
690.751,32,2.4,40,38,20
839.403,33,2.4,40,38,20
660.792,34,2.4,40,38,20
892.921,35,2.4,40,38,20
469.927,36,2.4,40,38,20
584.407,37,2.4,40,38,20
748.003,38,2.4,40,38,20
614.583,39,2.4,40,38,20
853.692,40,2.4,40,38,20
981.747,41,2.4,40,38,20
737.467,42,2.4,40,38,20
913.514,43,2.4,40,38,20
999.203,44,2.4,40,38,20
1074.56,45,2.4,40,38,20
836.099,46,2.4,40,38,20
780.469,47,2.4,40,38,20
752.574,48,2.4,40,38,20
964.798,49,2.4,40,38,20
670.295,50,2.4,40,38,20
777.15,51,2.4,40,38,20
683.92,52,2.4,40,38,20
819.742,53,2.4,40,38,20
898.522,54,2.4,40,38,20
721.323,55,2.4,40,38,20
944.111,56,2.4,40,38,20
1091.64,57,2.4,40,38,20
999.647,58,2.4,40,38,20
1148.12,59,2.4,40,38,20
1038.87,60,2.4,40,38,20
44.7175,1,5,160,38,20
143.755,2,5,160,38,20
38.3237,3,5,160,38,20
39.7253,4,5,160,38,20
127.42,5,5,160,38,20
57.97,6,5,160,38,20
44.3179,7,5,160,38,20
57.0199,8,5,160,38,20
75.0429,9,5,160,38,20
111.896,10,5,160,38,20
87.2402,11,5,160,38,20
76.8966,12,5,160,38,20
152.622,13,5,160,38,20
128.912,14,5,160,38,20
92.4836,15,5,160,38,20
157.358,16,5,160,38,20
126.118,17,5,160,38,20
147.646,18,5,160,38,20
167.052,19,5,160,38,20
108.386,20,5,160,38,20
295.654,21,5,160,38,20
113.973,22,5,160,38,20
125.656,23,5,160,38,20
190.693,24,5,160,38,20
162.503,25,5,160,38,20
245.458,26,5,160,38,20
181.296,27,5,160,38,20
229.831,28,5,160,38,20
212.099,29,5,160,38,20
228.316,30,5,160,38,20
226.035,31,5,160,38,20
259.522,32,5,160,38,20
335.889,33,5,160,38,20
324.717,34,5,160,38,20
300.906,35,5,160,38,20
225.914,36,5,160,38,20
304.021,37,5,160,38,20
281.992,38,5,160,38,20
295.751,39,5,160,38,20
301.95,40,5,160,38,20
346.714,41,5,160,38,20
329.035,42,5,160,38,20
308.832,43,5,160,38,20
476.522,44,5,160,38,20
