Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
104.09,1,2.4,40,39,20
74.9656,2,2.4,40,39,20
150.459,3,2.4,40,39,20
131.598,4,2.4,40,39,20
135.11,5,2.4,40,39,20
219.359,6,2.4,40,39,20
157.463,7,2.4,40,39,20
296.878,8,2.4,40,39,20
231.951,9,2.4,40,39,20
334.517,10,2.4,40,39,20
275.389,11,2.4,40,39,20
233.048,12,2.4,40,39,20
485.026,13,2.4,40,39,20
261.038,14,2.4,40,39,20
243.857,15,2.4,40,39,20
345.967,16,2.4,40,39,20
318.863,17,2.4,40,39,20
374.894,18,2.4,40,39,20
404.797,19,2.4,40,39,20
480.871,20,2.4,40,39,20
400.309,21,2.4,40,39,20
370.989,22,2.4,40,39,20
318.847,23,2.4,40,39,20
452.213,24,2.4,40,39,20
392.182,25,2.4,40,39,20
483.899,26,2.4,40,39,20
506.17,27,2.4,40,39,20
656.641,28,2.4,40,39,20
650.794,29,2.4,40,39,20
538.886,30,2.4,40,39,20
650.094,31,2.4,40,39,20
635.577,32,2.4,40,39,20
1000.3,33,2.4,40,39,20
842.955,34,2.4,40,39,20
819.551,35,2.4,40,39,20
556.203,36,2.4,40,39,20
617.873,37,2.4,40,39,20
782.422,38,2.4,40,39,20
667.301,39,2.4,40,39,20
708.735,40,2.4,40,39,20
1011.21,41,2.4,40,39,20
628.794,42,2.4,40,39,20
1117.38,43,2.4,40,39,20
752.056,44,2.4,40,39,20
1054.03,45,2.4,40,39,20
734.358,46,2.4,40,39,20
827.502,47,2.4,40,39,20
836.13,48,2.4,40,39,20
814.463,49,2.4,40,39,20
993.919,50,2.4,40,39,20
777.658,51,2.4,40,39,20
906.182,52,2.4,40,39,20
799.648,53,2.4,40,39,20
738.098,54,2.4,40,39,20
715.856,55,2.4,40,39,20
759.066,56,2.4,40,39,20
958.442,57,2.4,40,39,20
868.403,58,2.4,40,39,20
896.448,59,2.4,40,39,20
1156.2,60,2.4,40,39,20
267.947,1,5,160,39,20
274.884,2,5,160,39,20
109.872,3,5,160,39,20
44.0042,4,5,160,39,20
43.1443,5,5,160,39,20
72.0828,6,5,160,39,20
37.4094,7,5,160,39,20
203.168,8,5,160,39,20
89.2919,9,5,160,39,20
110.269,10,5,160,39,20
104.72,11,5,160,39,20
104.65,12,5,160,39,20
136.522,13,5,160,39,20
96.0859,14,5,160,39,20
67.9423,15,5,160,39,20
191.674,16,5,160,39,20
137.085,17,5,160,39,20
159.974,18,5,160,39,20
169.565,19,5,160,39,20
181.947,20,5,160,39,20
167.084,21,5,160,39,20
139.049,22,5,160,39,20
144.076,23,5,160,39,20
195.405,24,5,160,39,20
214.368,25,5,160,39,20
179.64,26,5,160,39,20
223.757,27,5,160,39,20
217.468,28,5,160,39,20
222.042,29,5,160,39,20
351.814,30,5,160,39,20
236.252,31,5,160,39,20
241.738,32,5,160,39,20
314.13,33,5,160,39,20
314.629,34,5,160,39,20
321.043,35,5,160,39,20
268.79,36,5,160,39,20
290.174,37,5,160,39,20
356.711,38,5,160,39,20
277.216,39,5,160,39,20
301.73,40,5,160,39,20
382.165,41,5,160,39,20
348.495,42,5,160,39,20
400.833,43,5,160,39,20
