Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
87.6056,1,2.4,40,36,20
145.738,2,2.4,40,36,20
108.268,3,2.4,40,36,20
143.386,4,2.4,40,36,20
170.999,5,2.4,40,36,20
152.574,6,2.4,40,36,20
278.379,7,2.4,40,36,20
304.558,8,2.4,40,36,20
285.858,9,2.4,40,36,20
220.64,10,2.4,40,36,20
383.788,11,2.4,40,36,20
315.349,12,2.4,40,36,20
399.326,13,2.4,40,36,20
231.583,14,2.4,40,36,20
313.597,15,2.4,40,36,20
278.163,16,2.4,40,36,20
228.091,17,2.4,40,36,20
438.468,18,2.4,40,36,20
541.266,19,2.4,40,36,20
372.346,20,2.4,40,36,20
599.025,21,2.4,40,36,20
424.253,22,2.4,40,36,20
273.416,23,2.4,40,36,20
624.251,24,2.4,40,36,20
415.961,25,2.4,40,36,20
534.584,26,2.4,40,36,20
513.388,27,2.4,40,36,20
605.025,28,2.4,40,36,20
512.958,29,2.4,40,36,20
526.394,30,2.4,40,36,20
680.01,31,2.4,40,36,20
630.474,32,2.4,40,36,20
1022.65,33,2.4,40,36,20
674.788,34,2.4,40,36,20
669.274,35,2.4,40,36,20
571.567,36,2.4,40,36,20
606.213,37,2.4,40,36,20
671.109,38,2.4,40,36,20
607.502,39,2.4,40,36,20
777.551,40,2.4,40,36,20
823.9,41,2.4,40,36,20
744.346,42,2.4,40,36,20
807.487,43,2.4,40,36,20
962.574,44,2.4,40,36,20
1063.93,45,2.4,40,36,20
676.029,46,2.4,40,36,20
725.119,47,2.4,40,36,20
1096.71,48,2.4,40,36,20
889.508,49,2.4,40,36,20
718.934,50,2.4,40,36,20
964.491,51,2.4,40,36,20
858.617,52,2.4,40,36,20
1181.66,53,2.4,40,36,20
1008.38,54,2.4,40,36,20
838.49,55,2.4,40,36,20
666.244,56,2.4,40,36,20
892.438,57,2.4,40,36,20
1081.5,58,2.4,40,36,20
820.436,59,2.4,40,36,20
1074.3,60,2.4,40,36,20
89.076,1,5,160,36,20
41.2316,2,5,160,36,20
190.565,3,5,160,36,20
57.1963,4,5,160,36,20
56.4603,5,5,160,36,20
70.3297,6,5,160,36,20
56.448,7,5,160,36,20
112.424,8,5,160,36,20
71.5826,9,5,160,36,20
79.1741,10,5,160,36,20
96.7744,11,5,160,36,20
87.244,12,5,160,36,20
143.453,13,5,160,36,20
79.128,14,5,160,36,20
71.4926,15,5,160,36,20
114.093,16,5,160,36,20
109.157,17,5,160,36,20
159.984,18,5,160,36,20
245.878,19,5,160,36,20
112.627,20,5,160,36,20
201.876,21,5,160,36,20
167.264,22,5,160,36,20
113.751,23,5,160,36,20
202.863,24,5,160,36,20
162.642,25,5,160,36,20
163.351,26,5,160,36,20
199.001,27,5,160,36,20
226.508,28,5,160,36,20
208.108,29,5,160,36,20
175.181,30,5,160,36,20
272.135,31,5,160,36,20
247.609,32,5,160,36,20
327.667,33,5,160,36,20
253.053,34,5,160,36,20
288.499,35,5,160,36,20
262.662,36,5,160,36,20
258.388,37,5,160,36,20
281.315,38,5,160,36,20
319.128,39,5,160,36,20
305.686,40,5,160,36,20
244.533,41,5,160,36,20
310.861,42,5,160,36,20
343.837,43,5,160,36,20
