Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
87.6093,1,2.4,40,45,20
70.4234,2,2.4,40,45,20
124.453,3,2.4,40,45,20
165.591,4,2.4,40,45,20
253.523,5,2.4,40,45,20
136.056,6,2.4,40,45,20
242.251,7,2.4,40,45,20
309.197,8,2.4,40,45,20
276.561,9,2.4,40,45,20
208.206,10,2.4,40,45,20
295.758,11,2.4,40,45,20
269.266,12,2.4,40,45,20
395.484,13,2.4,40,45,20
327.549,14,2.4,40,45,20
322.109,15,2.4,40,45,20
347.046,16,2.4,40,45,20
326.274,17,2.4,40,45,20
356.257,18,2.4,40,45,20
365.843,19,2.4,40,45,20
433.602,20,2.4,40,45,20
610.967,21,2.4,40,45,20
357.672,22,2.4,40,45,20
309.012,23,2.4,40,45,20
461.208,24,2.4,40,45,20
497.035,25,2.4,40,45,20
519.307,26,2.4,40,45,20
606.797,27,2.4,40,45,20
793.553,28,2.4,40,45,20
475.655,29,2.4,40,45,20
702.885,30,2.4,40,45,20
682.35,31,2.4,40,45,20
561.441,32,2.4,40,45,20
717.609,33,2.4,40,45,20
680.645,34,2.4,40,45,20
705.922,35,2.4,40,45,20
615.024,36,2.4,40,45,20
723.365,37,2.4,40,45,20
684.997,38,2.4,40,45,20
635.82,39,2.4,40,45,20
844.578,40,2.4,40,45,20
774.708,41,2.4,40,45,20
570.888,42,2.4,40,45,20
746.487,43,2.4,40,45,20
791.668,44,2.4,40,45,20
973.294,45,2.4,40,45,20
911.962,46,2.4,40,45,20
666.398,47,2.4,40,45,20
795.066,48,2.4,40,45,20
768.518,49,2.4,40,45,20
1134.88,50,2.4,40,45,20
891.737,51,2.4,40,45,20
709.841,52,2.4,40,45,20
908.866,53,2.4,40,45,20
779.386,54,2.4,40,45,20
716.649,55,2.4,40,45,20
878.371,56,2.4,40,45,20
704.12,57,2.4,40,45,20
1074.73,58,2.4,40,45,20
977.814,59,2.4,40,45,20
1069.05,60,2.4,40,45,20
89.0802,1,5,160,45,20
23.0643,2,5,160,45,20
29.7655,3,5,160,45,20
58.5369,4,5,160,45,20
63.5426,5,5,160,45,20
46.6329,6,5,160,45,20
30.5112,7,5,160,45,20
103.037,8,5,160,45,20
87.0048,9,5,160,45,20
187.273,10,5,160,45,20
122.315,11,5,160,45,20
80.0861,12,5,160,45,20
104.225,13,5,160,45,20
167.17,14,5,160,45,20
79.2299,15,5,160,45,20
93.1136,16,5,160,45,20
128.027,17,5,160,45,20
144.398,18,5,160,45,20
159.618,19,5,160,45,20
131.889,20,5,160,45,20
236.482,21,5,160,45,20
162.902,22,5,160,45,20
150.423,23,5,160,45,20
239.971,24,5,160,45,20
214.354,25,5,160,45,20
174.708,26,5,160,45,20
232.632,27,5,160,45,20
284.704,28,5,160,45,20
175.699,29,5,160,45,20
219.237,30,5,160,45,20
220.264,31,5,160,45,20
225.703,32,5,160,45,20
346.306,33,5,160,45,20
248.023,34,5,160,45,20
314.578,35,5,160,45,20
228.749,36,5,160,45,20
389.935,37,5,160,45,20
275.076,38,5,160,45,20
245.527,39,5,160,45,20
253.738,40,5,160,45,20
262.374,41,5,160,45,20
371.695,42,5,160,45,20
298.037,43,5,160,45,20
344.204,44,5,160,45,20
