Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
87.5665,1,2.4,40,50,20
107.204,2,2.4,40,50,20
148.57,3,2.4,40,50,20
100.584,4,2.4,40,50,20
211.736,5,2.4,40,50,20
111.143,6,2.4,40,50,20
388.339,7,2.4,40,50,20
309.535,8,2.4,40,50,20
288.425,9,2.4,40,50,20
210.049,10,2.4,40,50,20
313.606,11,2.4,40,50,20
297.736,12,2.4,40,50,20
466.991,13,2.4,40,50,20
305.609,14,2.4,40,50,20
323.452,15,2.4,40,50,20
320.244,16,2.4,40,50,20
283.416,17,2.4,40,50,20
340.126,18,2.4,40,50,20
597.577,19,2.4,40,50,20
537.279,20,2.4,40,50,20
449.394,21,2.4,40,50,20
493.842,22,2.4,40,50,20
357.44,23,2.4,40,50,20
425.309,24,2.4,40,50,20
499.811,25,2.4,40,50,20
434.856,26,2.4,40,50,20
530.007,27,2.4,40,50,20
461.129,28,2.4,40,50,20
511.53,29,2.4,40,50,20
535.875,30,2.4,40,50,20
610.25,31,2.4,40,50,20
519.978,32,2.4,40,50,20
723.147,33,2.4,40,50,20
914.649,34,2.4,40,50,20
772.847,35,2.4,40,50,20
519.417,36,2.4,40,50,20
585.712,37,2.4,40,50,20
604.534,38,2.4,40,50,20
992.169,39,2.4,40,50,20
633.175,40,2.4,40,50,20
828.065,41,2.4,40,50,20
859.448,42,2.4,40,50,20
998.649,43,2.4,40,50,20
733.5,44,2.4,40,50,20
1160.06,45,2.4,40,50,20
679.544,46,2.4,40,50,20
578.199,47,2.4,40,50,20
1187.83,48,2.4,40,50,20
838.306,49,2.4,40,50,20
677.385,50,2.4,40,50,20
735.037,51,2.4,40,50,20
894.517,52,2.4,40,50,20
1013.81,53,2.4,40,50,20
859.703,54,2.4,40,50,20
782.152,55,2.4,40,50,20
783.456,56,2.4,40,50,20
1274.64,57,2.4,40,50,20
950.303,58,2.4,40,50,20
850.841,59,2.4,40,50,20
1294.74,60,2.4,40,50,20
0,1,5,160,50,20
143.696,2,5,160,50,20
69.8085,3,5,160,50,20
52.995,4,5,160,50,20
74.5076,5,5,160,50,20
73.1434,6,5,160,50,20
55.8699,7,5,160,50,20
70.3222,8,5,160,50,20
123.751,9,5,160,50,20
164.82,10,5,160,50,20
72.6632,11,5,160,50,20
119.571,12,5,160,50,20
202.205,13,5,160,50,20
114.956,14,5,160,50,20
97.632,15,5,160,50,20
99.7559,16,5,160,50,20
81.0262,17,5,160,50,20
155.234,18,5,160,50,20
183.709,19,5,160,50,20
161.058,20,5,160,50,20
244.417,21,5,160,50,20
150.769,22,5,160,50,20
146.119,23,5,160,50,20
140.578,24,5,160,50,20
167.996,25,5,160,50,20
181.295,26,5,160,50,20
194.648,27,5,160,50,20
170.273,28,5,160,50,20
247.613,29,5,160,50,20
185.949,30,5,160,50,20
226.8,31,5,160,50,20
200.817,32,5,160,50,20
294.933,33,5,160,50,20
246.927,34,5,160,50,20
282.94,35,5,160,50,20
187.787,36,5,160,50,20
268.677,37,5,160,50,20
228.946,38,5,160,50,20
335.929,39,5,160,50,20
319.879,40,5,160,50,20
269.514,41,5,160,50,20
363.097,42,5,160,50,20
352.071,43,5,160,50,20
