Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
87.6093,1,2.4,40,45,20
253.523,5,2.4,40,45,20
208.206,10,2.4,40,45,20
322.109,15,2.4,40,45,20
433.602,20,2.4,40,45,20
497.035,25,2.4,40,45,20
702.885,30,2.4,40,45,20
705.922,35,2.4,40,45,20
844.578,40,2.4,40,45,20
973.294,45,2.4,40,45,20
1134.88,50,2.4,40,45,20
716.649,55,2.4,40,45,20
1069.05,60,2.4,40,45,20
89.0802,1,5.0,160,45,20
63.5426,5,5.0,160,45,20
187.273,10,5.0,160,45,20
79.2299,15,5.0,160,45,20
131.889,20,5.0,160,45,20
214.354,25,5.0,160,45,20
219.237,30,5.0,160,45,20
314.578,35,5.0,160,45,20
253.738,40,5.0,160,45,20
