QueueDropPackets,PacketsInQueue,PacketsDropPhyRx,PacketsDropPhyRxInterferences,Time(s),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,TotalSimulationTime(s)
0,0,0,0,0,150,2.4,40,3,60
0,0,131641,29895,1,150,2.4,40,3,60
197466,32,321295,86769,2,150,2.4,40,3,60
406046,32,503552,143538,3,150,2.4,40,3,60
614177,35,620211,179728,4,150,2.4,40,3,60
821995,36,787735,233707,5,150,2.4,40,3,60
1029515,30,951975,288485,6,150,2.4,40,3,60
1236985,44,1087715,332834,7,150,2.4,40,3,60
1444602,41,1181675,364878,8,150,2.4,40,3,60
1651632,29,1283913,403595,9,150,2.4,40,3,60
1857067,29,1411961,450594,10,150,2.4,40,3,60
2060235,66,1530695,495277,11,150,2.4,40,3,60
2263134,28,1611853,523510,12,150,2.4,40,3,60
2466143,25,1717054,565635,13,150,2.4,40,3,60
2669224,56,1827551,608416,14,150,2.4,40,3,60
2870865,56,1892463,635943,15,150,2.4,40,3,60
3072296,56,1938475,656820,16,150,2.4,40,3,60
3274173,48,2002640,685157,17,150,2.4,40,3,60
3475944,25,2054710,710431,18,150,2.4,40,3,60
3678148,56,2115771,740377,19,150,2.4,40,3,60
3880219,44,2148456,753941,20,150,2.4,40,3,60
4082031,2,2165401,760973,21,150,2.4,40,3,60
4282795,56,2165401,760973,22,150,2.4,40,3,60
4483372,45,2165401,760973,23,150,2.4,40,3,60
4684193,56,2165401,760973,24,150,2.4,40,3,60
4884791,48,2165401,760973,25,150,2.4,40,3,60
5085223,46,2165401,760973,26,150,2.4,40,3,60
5285443,39,2165401,760973,27,150,2.4,40,3,60
5485794,56,2165401,760973,28,150,2.4,40,3,60
5685043,2,2165401,760973,29,150,2.4,40,3,60
5884230,2,2165401,760973,30,150,2.4,40,3,60
6083103,46,2165401,760973,31,150,2.4,40,3,60
6281842,56,2165401,760973,32,150,2.4,40,3,60
6480770,56,2165401,760973,33,150,2.4,40,3,60
6679620,56,2165401,760973,34,150,2.4,40,3,60
6877889,56,2165401,760973,35,150,2.4,40,3,60
7076162,56,2165401,760973,36,150,2.4,40,3,60
7274357,56,2165401,760973,37,150,2.4,40,3,60
7472567,56,2165401,760973,38,150,2.4,40,3,60
7670660,56,2165401,760973,39,150,2.4,40,3,60
7868861,14,2165401,760973,40,150,2.4,40,3,60
8066980,2,2165401,760973,41,150,2.4,40,3,60
8265094,56,2165401,760973,42,150,2.4,40,3,60
8463331,56,2165401,760973,43,150,2.4,40,3,60
8661437,56,2165401,760973,44,150,2.4,40,3,60
8859557,55,2165401,760973,45,150,2.4,40,3,60
9057625,14,2165401,760973,46,150,2.4,40,3,60
9255836,56,2165401,760973,47,150,2.4,40,3,60
9453962,56,2165401,760973,48,150,2.4,40,3,60
9652159,56,2165401,760973,49,150,2.4,40,3,60
9850285,56,2165401,760973,50,150,2.4,40,3,60
10048395,56,2165401,760973,51,150,2.4,40,3,60
10246533,56,2165401,760973,52,150,2.4,40,3,60
10444694,43,2165401,760973,53,150,2.4,40,3,60
10642786,56,2165401,760973,54,150,2.4,40,3,60
10841009,61,2165401,760973,55,150,2.4,40,3,60
11039080,46,2165401,760973,56,150,2.4,40,3,60
11237270,47,2165401,760973,57,150,2.4,40,3,60
11435336,29,2165401,760973,58,150,2.4,40,3,60
11633446,56,2165401,760973,59,150,2.4,40,3,60
11831499,14,2165401,760973,60,150,2.4,40,3,60
