QueueDropPackets,PacketsInQueue,PacketsDropPhyRx,PacketsDropPhyRxInterferences,Time(s),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,TotalSimulationTime(s)
0,0,0,0,0,150,5,160,4,60
0,0,103335,30425,1,150,5,160,4,60
1397400,41,500656,339646,2,150,5,160,4,60
2861328,63,738795,512941,3,150,5,160,4,60
4325275,33,916370,655184,4,150,5,160,4,60
5789128,44,1100939,805392,5,150,5,160,4,60
7252704,48,1258906,945582,6,150,5,160,4,60
8715991,49,1388895,1070798,7,150,5,160,4,60
10178162,50,1558521,1240424,8,150,5,160,4,60
11640221,30,1737271,1419174,9,150,5,160,4,60
13100839,40,1972436,1654339,10,150,5,160,4,60
14561134,56,2225772,1907675,11,150,5,160,4,60
16021482,48,2477285,2159188,12,150,5,160,4,60
17481472,40,2739398,2421301,13,150,5,160,4,60
18940998,54,3016446,2698349,14,150,5,160,4,60
20400239,47,3315592,2997495,15,150,5,160,4,60
21859237,36,3619596,3301499,16,150,5,160,4,60
23318316,44,3924313,3606216,17,150,5,160,4,60
24777483,56,4240302,3922205,18,150,5,160,4,60
26236587,31,4552022,4233925,19,150,5,160,4,60
27695555,46,4864646,4546549,20,150,5,160,4,60
29154304,34,5181635,4863538,21,150,5,160,4,60
30613218,31,5499319,5181222,22,150,5,160,4,60
32071829,62,5834420,5516323,23,150,5,160,4,60
33530168,56,6190813,5872716,24,150,5,160,4,60
34988408,44,6548744,6230647,25,150,5,160,4,60
36446672,40,6903132,6585035,26,150,5,160,4,60
37904975,33,7258452,6940355,27,150,5,160,4,60
39363058,33,7619252,7301155,28,150,5,160,4,60
40820175,56,7920054,7601957,29,150,5,160,4,60
42276850,30,8230095,7911998,30,150,5,160,4,60
43733244,25,8545310,8227213,31,150,5,160,4,60
45188951,56,8882338,8564241,32,150,5,160,4,60
46643749,39,9249013,8930916,33,150,5,160,4,60
48098208,56,9625584,9307487,34,150,5,160,4,60
49552462,56,10010035,9691938,35,150,5,160,4,60
51006678,47,10395709,10077612,36,150,5,160,4,60
52460629,56,10787025,10468928,37,150,5,160,4,60
53914423,56,11182081,10863984,38,150,5,160,4,60
55368178,56,11578445,11260348,39,150,5,160,4,60
56821845,47,11977076,11658979,40,150,5,160,4,60
58274247,56,12419014,12100917,41,150,5,160,4,60
59726708,56,12858641,12540544,42,150,5,160,4,60
61178897,56,13307978,12989881,43,150,5,160,4,60
62631333,47,13748966,13430869,44,150,5,160,4,60
64083449,56,14199745,13881648,45,150,5,160,4,60
65535034,56,14666882,14348785,46,150,5,160,4,60
66986385,56,15143732,14825635,47,150,5,160,4,60
68438154,56,15606684,15288587,48,150,5,160,4,60
69889743,56,16077888,15759791,49,150,5,160,4,60
71340512,56,16572876,16254779,50,150,5,160,4,60
72791572,56,17057858,16739761,51,150,5,160,4,60
74242604,56,17544487,17226390,52,150,5,160,4,60
75693589,56,18031868,17713771,53,150,5,160,4,60
77144591,56,18523241,18205144,54,150,5,160,4,60
78595299,56,19019287,18701190,55,150,5,160,4,60
80045850,56,19521402,19203305,56,150,5,160,4,60
81496748,56,20012717,19694620,57,150,5,160,4,60
82947434,43,20513290,20195193,58,150,5,160,4,60
84398391,47,21003908,20685811,59,150,5,160,4,60
85849243,54,21495821,21177724,60,150,5,160,4,60
