QueueDropPackets,PacketsInQueue,PacketsDropPhyRx,PacketsDropPhyRxInterferences,Time(s),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,TotalSimulationTime(s)
0,0,0,0,0,150,5,160,1,60
0,0,104485,28866,1,150,5,160,1,60
433706,38,412956,248592,2,150,5,160,1,60
872005,32,595086,360186,3,150,5,160,1,60
1310239,29,724033,455903,4,150,5,160,1,60
1748439,41,871494,560944,5,150,5,160,1,60
2186522,30,991223,652144,6,150,5,160,1,60
2624443,33,1078493,732753,7,150,5,160,1,60
3061999,33,1152991,807251,8,150,5,160,1,60
3497389,48,1291446,945706,9,150,5,160,1,60
3931401,53,1473691,1127951,10,150,5,160,1,60
4363745,50,1706314,1360574,11,150,5,160,1,60
4795812,45,1949632,1603892,12,150,5,160,1,60
5226532,56,2233822,1888082,13,150,5,160,1,60
5657295,4,2515648,2169908,14,150,5,160,1,60
6087829,56,2805922,2460182,15,150,5,160,1,60
6518306,48,3096661,2750921,16,150,5,160,1,60
6948806,47,3388268,3042528,17,150,5,160,1,60
7379192,56,3683138,3337398,18,150,5,160,1,60
7809645,56,3974714,3628974,19,150,5,160,1,60
8240079,54,4268065,3922325,20,150,5,160,1,60
8670497,56,4560207,4214467,21,150,5,160,1,60
9100957,55,4851659,4505919,22,150,5,160,1,60
9531399,12,5142716,4796976,23,150,5,160,1,60
9961836,47,5434734,5088994,24,150,5,160,1,60
10392187,56,5728674,5382934,25,150,5,160,1,60
10822554,56,6022583,5676843,26,150,5,160,1,60
11251063,56,6374364,6028624,27,150,5,160,1,60
11679507,11,6729834,6384094,28,150,5,160,1,60
12107670,47,7090683,6744943,29,150,5,160,1,60
12535782,48,7455376,7109636,30,150,5,160,1,60
12963755,56,7823030,7477290,31,150,5,160,1,60
13391631,56,8194365,7848625,32,150,5,160,1,60
13817730,43,8621805,8276065,33,150,5,160,1,60
14241534,56,9118975,8773235,34,150,5,160,1,60
14664698,2,9638125,9292385,35,150,5,160,1,60
15087392,56,10168637,9822897,36,150,5,160,1,60
15508329,56,10755595,10409855,37,150,5,160,1,60
15928875,2,11356426,11010686,38,150,5,160,1,60
16349284,56,11958319,11612579,39,150,5,160,1,60
16769666,56,12562878,12217138,40,150,5,160,1,60
17190101,56,13167685,12821945,41,150,5,160,1,60
17610537,56,13772492,13426752,42,150,5,160,1,60
18031018,2,14380957,14035217,43,150,5,160,1,60
18451331,2,14989430,14643690,44,150,5,160,1,60
18871590,56,15599740,15254000,45,150,5,160,1,60
19292009,56,16208236,15862496,46,150,5,160,1,60
19712462,56,16813888,16468148,47,150,5,160,1,60
20132847,9,17423322,17077582,48,150,5,160,1,60
20553254,2,18030989,17685249,49,150,5,160,1,60
20973634,56,18639338,18293598,50,150,5,160,1,60
21394011,56,19245943,18900203,51,150,5,160,1,60
21814490,56,19852587,19506847,52,150,5,160,1,60
22234796,56,20462920,20117180,53,150,5,160,1,60
22655339,56,21067758,20722018,54,150,5,160,1,60
23075821,56,21674425,21328685,55,150,5,160,1,60
23496303,56,22281092,21935352,56,150,5,160,1,60
23916737,56,22887767,22542027,57,150,5,160,1,60
24337082,16,23499968,23154228,58,150,5,160,1,60
24757406,2,24110293,23764553,59,150,5,160,1,60
25177799,2,24718301,24372561,60,150,5,160,1,60
