QueueDropPackets,PacketsInQueue,PacketsDropPhyRx,PacketsDropPhyRxInterferences,Time(s),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,TotalSimulationTime(s)
0,0,0,0,0,150,2.4,40,4,60
0,0,131814,30755,1,150,2.4,40,4,60
156363,56,324823,84018,2,150,2.4,40,4,60
320535,28,509793,141181,3,150,2.4,40,4,60
655357,30,634589,187732,4,150,2.4,40,4,60
1001821,34,803519,242545,5,150,2.4,40,4,60
1348192,34,964485,297799,6,150,2.4,40,4,60
1693759,56,1101077,343673,7,150,2.4,40,4,60
2037783,43,1189002,376793,8,150,2.4,40,4,60
2379311,54,1286937,415045,9,150,2.4,40,4,60
2720715,56,1410892,462467,10,150,2.4,40,4,60
3062074,26,1516536,505620,11,150,2.4,40,4,60
3402987,32,1585246,534609,12,150,2.4,40,4,60
3744304,55,1676167,573502,13,150,2.4,40,4,60
4085331,9,1768177,615730,14,150,2.4,40,4,60
4424586,56,1824005,639452,15,150,2.4,40,4,60
4763866,56,1868752,659531,16,150,2.4,40,4,60
5103696,2,1936974,689622,17,150,2.4,40,4,60
5443187,20,1970358,705803,18,150,2.4,40,4,60
5781865,2,1992368,711878,19,150,2.4,40,4,60
6119652,56,1992368,711878,20,150,2.4,40,4,60
6457390,40,1992368,711878,21,150,2.4,40,4,60
6794887,2,1992368,711878,22,150,2.4,40,4,60
7132296,56,1992368,711878,23,150,2.4,40,4,60
7469653,56,1992368,711878,24,150,2.4,40,4,60
7807382,34,1992368,711878,25,150,2.4,40,4,60
8144678,8,1992368,711878,26,150,2.4,40,4,60
8482118,3,1992368,711878,27,150,2.4,40,4,60
8819542,56,1992368,711878,28,150,2.4,40,4,60
9156978,56,1992368,711878,29,150,2.4,40,4,60
9494504,56,1992368,711878,30,150,2.4,40,4,60
9831927,15,1992368,711878,31,150,2.4,40,4,60
10169333,39,1992368,711878,32,150,2.4,40,4,60
10506455,56,1992368,711878,33,150,2.4,40,4,60
10843941,16,1992368,711878,34,150,2.4,40,4,60
11181312,56,1992368,711878,35,150,2.4,40,4,60
11518665,56,1992368,711878,36,150,2.4,40,4,60
11855985,56,1992368,711878,37,150,2.4,40,4,60
12193141,24,1992368,711878,38,150,2.4,40,4,60
12530276,48,1992368,711878,39,150,2.4,40,4,60
12867385,2,1992368,711878,40,150,2.4,40,4,60
13204378,56,1992368,711878,41,150,2.4,40,4,60
13541225,2,1992368,711878,42,150,2.4,40,4,60
13877930,56,1992368,711878,43,150,2.4,40,4,60
14214658,56,1992368,711878,44,150,2.4,40,4,60
14550530,56,1992368,711878,45,150,2.4,40,4,60
14886040,56,1992368,711878,46,150,2.4,40,4,60
15221655,56,1992368,711878,47,150,2.4,40,4,60
15557410,56,1992368,711878,48,150,2.4,40,4,60
15893100,56,1992368,711878,49,150,2.4,40,4,60
16228338,56,1992368,711878,50,150,2.4,40,4,60
16563757,56,1992368,711878,51,150,2.4,40,4,60
16898599,56,1992368,711878,52,150,2.4,40,4,60
17233687,56,1992368,711878,53,150,2.4,40,4,60
17569099,56,1992368,711878,54,150,2.4,40,4,60
17903937,56,1992368,711878,55,150,2.4,40,4,60
18238718,56,1992368,711878,56,150,2.4,40,4,60
18573205,56,1992368,711878,57,150,2.4,40,4,60
18908265,56,1992368,711878,58,150,2.4,40,4,60
19243176,56,1992368,711878,59,150,2.4,40,4,60
19577573,56,1992368,711878,60,150,2.4,40,4,60
