QueueDropPackets,PacketsInQueue,PacketsDropPhyRx,PacketsDropPhyRxInterferences,Time(s),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,TotalSimulationTime(s)
0,0,0,0,0,150,5,160,3,60
0,0,99898,28332,1,150,5,160,3,60
963733,36,465360,312528,2,150,5,160,3,60
1988221,36,692451,474295,3,150,5,160,3,60
3012563,37,844256,589106,4,150,5,160,3,60
4036884,32,1005352,713840,5,150,5,160,3,60
5060721,35,1149430,834689,6,150,5,160,3,60
6084188,42,1275568,953241,7,150,5,160,3,60
7107341,36,1403828,1080539,8,150,5,160,3,60
8130205,56,1534332,1211043,9,150,5,160,3,60
9153127,32,1666312,1343023,10,150,5,160,3,60
10173854,56,1872168,1548879,11,150,5,160,3,60
11191056,56,2203971,1880682,12,150,5,160,3,60
12207541,56,2561425,2238136,13,150,5,160,3,60
13223872,48,2925256,2601967,14,150,5,160,3,60
14239816,56,3302268,2978979,15,150,5,160,3,60
15255603,56,3685184,3361895,16,150,5,160,3,60
16271377,56,4078072,3754783,17,150,5,160,3,60
17287182,56,4460383,4137094,18,150,5,160,3,60
18302024,2,4880104,4556815,19,150,5,160,3,60
19316392,56,5316354,4993065,20,150,5,160,3,60
20330313,47,5769421,5446132,21,150,5,160,3,60
21344027,56,6229201,5905912,22,150,5,160,3,60
22357795,2,6687743,6364454,23,150,5,160,3,60
23371591,56,7150386,6827097,24,150,5,160,3,60
24385240,47,7611747,7288458,25,150,5,160,3,60
25398767,56,8077396,7754107,26,150,5,160,3,60
26412385,56,8544772,8221483,27,150,5,160,3,60
27425852,2,9013744,8690455,28,150,5,160,3,60
28439422,56,9482738,9159449,29,150,5,160,3,60
29452903,56,9952358,9629069,30,150,5,160,3,60
30466401,50,10421690,10098401,31,150,5,160,3,60
31479877,35,10893149,10569860,32,150,5,160,3,60
32493216,56,11368532,11045243,33,150,5,160,3,60
33506565,51,11845223,11521934,34,150,5,160,3,60
34519861,2,12322672,11999383,35,150,5,160,3,60
35533108,47,12804646,12481357,36,150,5,160,3,60
36546480,56,13280599,12957310,37,150,5,160,3,60
37559693,0,13762107,13438818,38,150,5,160,3,60
38572950,56,14239431,13916142,39,150,5,160,3,60
39586169,47,14721023,14397734,40,150,5,160,3,60
40599331,56,15206321,14883032,41,150,5,160,3,60
41612531,56,15685003,15361714,42,150,5,160,3,60
42625732,56,16163388,15840099,43,150,5,160,3,60
43638964,47,16641558,16318269,44,150,5,160,3,60
44652129,56,17118791,16795502,45,150,5,160,3,60
45665503,56,17597570,17274281,46,150,5,160,3,60
46678656,2,18078631,17755342,47,150,5,160,3,60
47691892,56,18553585,18230296,48,150,5,160,3,60
48705141,5,19029616,18706327,49,150,5,160,3,60
49718494,47,19506894,19183605,50,150,5,160,3,60
50731799,53,19984152,19660863,51,150,5,160,3,60
51744968,56,20463521,20140232,52,150,5,160,3,60
52758206,52,20941139,20617850,53,150,5,160,3,60
53771640,47,21415163,21091874,54,150,5,160,3,60
54784964,56,21888602,21565313,55,150,5,160,3,60
55798190,56,22368751,22045462,56,150,5,160,3,60
56811378,56,22846558,22523269,57,150,5,160,3,60
57824654,47,23328483,23005194,58,150,5,160,3,60
58837909,56,23803446,23480157,59,150,5,160,3,60
59851186,47,24281385,23958096,60,150,5,160,3,60
