QueueDropPackets,PacketsInQueue,PacketsDropPhyRx,PacketsDropPhyRxInterferences,Time(s),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,TotalSimulationTime(s)
0,0,0,0,0,150,5,160,7,60
0,0,98996,17732,1,150,5,160,7,60
1568720,30,484343,300391,2,150,5,160,7,60
3150553,30,752350,488909,3,150,5,160,7,60
4732440,33,932779,620172,4,150,5,160,7,60
6314339,47,1126204,774333,5,150,5,160,7,60
7896080,45,1289480,914227,6,150,5,160,7,60
9477696,49,1423004,1035609,7,150,5,160,7,60
11059032,56,1548293,1160898,8,150,5,160,7,60
12640309,42,1687969,1300574,9,150,5,160,7,60
14221186,36,1851478,1464083,10,150,5,160,7,60
15801897,48,2055876,1668481,11,150,5,160,7,60
17382015,56,2279316,1891921,12,150,5,160,7,60
18961409,45,2577499,2190104,13,150,5,160,7,60
20540693,35,2881931,2494536,14,150,5,160,7,60
22119766,48,3204092,2816697,15,150,5,160,7,60
23698518,56,3574766,3187371,16,150,5,160,7,60
25276586,26,3978427,3591032,17,150,5,160,7,60
26854468,40,4402968,4015573,18,150,5,160,7,60
28431878,42,4870575,4483180,19,150,5,160,7,60
30009010,52,5382595,4995200,20,150,5,160,7,60
31585994,34,5905681,5518286,21,150,5,160,7,60
33162964,53,6433276,6045881,22,150,5,160,7,60
34739903,56,6976041,6588646,23,150,5,160,7,60
36316743,30,7509115,7121720,24,150,5,160,7,60
37893351,36,8040447,7653052,25,150,5,160,7,60
39469825,56,8566939,8179544,26,150,5,160,7,60
41046354,56,9107142,8719747,27,150,5,160,7,60
42622644,46,9661504,9274109,28,150,5,160,7,60
44198759,52,10234038,9846643,29,150,5,160,7,60
45774466,56,10851803,10464408,30,150,5,160,7,60
47350177,36,11465079,11077684,31,150,5,160,7,60
48925847,38,12086347,11698952,32,150,5,160,7,60
50501007,36,12825752,12438357,33,150,5,160,7,60
52075882,56,13571525,13184130,34,150,5,160,7,60
53650786,56,14339478,13952083,35,150,5,160,7,60
55225586,55,15088910,14701515,36,150,5,160,7,60
56800293,51,15861632,15474237,37,150,5,160,7,60
58375079,56,16638810,16251415,38,150,5,160,7,60
59949794,46,17404403,17017008,39,150,5,160,7,60
61524570,47,18172712,17785317,40,150,5,160,7,60
63099332,36,18939590,18552195,41,150,5,160,7,60
64673953,56,19708016,19320621,42,150,5,160,7,60
66248653,56,20475800,20088405,43,150,5,160,7,60
67823250,56,21253758,20866363,44,150,5,160,7,60
69397871,47,22033689,21646294,45,150,5,160,7,60
70972483,55,22798653,22411258,46,150,5,160,7,60
72547035,52,23581603,23194208,47,150,5,160,7,60
74121637,46,24346499,23959104,48,150,5,160,7,60
75696229,45,25136893,24749498,49,150,5,160,7,60
77270893,56,25906972,25519577,50,150,5,160,7,60
78845492,51,26681634,26294239,51,150,5,160,7,60
80420094,52,27460414,27073019,52,150,5,160,7,60
81994667,56,28237585,27850190,53,150,5,160,7,60
83569337,36,29025082,28637687,54,150,5,160,7,60
85143845,47,29798991,29411596,55,150,5,160,7,60
86718448,45,30581048,30193653,56,150,5,160,7,60
88292812,56,31402733,31015338,57,150,5,160,7,60
89867439,46,32204029,31816634,58,150,5,160,7,60
91441891,56,33019081,32631686,59,150,5,160,7,60
93016460,51,33825666,33438271,60,150,5,160,7,60
