QueueDropPackets,PacketsInQueue,PacketsDropPhyRx,PacketsDropPhyRxInterferences,Time(s),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,TotalSimulationTime(s)
0,0,0,0,0,150,2.4,40,10,60
0,0,132277,13363,1,150,2.4,40,10,60
192498,48,329862,43135,2,150,2.4,40,10,60
400028,40,510522,68906,3,150,2.4,40,10,60
607318,56,625562,85816,4,150,2.4,40,10,60
813356,11,789420,110365,5,150,2.4,40,10,60
1012068,56,951047,134955,6,150,2.4,40,10,60
1210318,53,1079506,154725,7,150,2.4,40,10,60
1408144,56,1166267,170007,8,150,2.4,40,10,60
1606351,2,1279217,194505,9,150,2.4,40,10,60
1804621,56,1399733,217405,10,150,2.4,40,10,60
2002952,56,1509047,240380,11,150,2.4,40,10,60
2200691,12,1595356,259585,12,150,2.4,40,10,60
2398811,38,1689694,280940,13,150,2.4,40,10,60
2597265,2,1796267,305383,14,150,2.4,40,10,60
2795392,56,1852454,319941,15,150,2.4,40,10,60
2993699,56,1912749,338651,16,150,2.4,40,10,60
3192961,56,1983566,361270,17,150,2.4,40,10,60
3392193,6,2051201,385236,18,150,2.4,40,10,60
3591174,56,2080745,398606,19,150,2.4,40,10,60
3788885,56,2101155,404798,20,150,2.4,40,10,60
3985701,56,2101155,404798,21,150,2.4,40,10,60
4182014,53,2101155,404798,22,150,2.4,40,10,60
4378412,2,2101155,404798,23,150,2.4,40,10,60
4574831,56,2101155,404798,24,150,2.4,40,10,60
4771083,56,2101155,404798,25,150,2.4,40,10,60
4967274,56,2101155,404798,26,150,2.4,40,10,60
5163555,56,2101155,404798,27,150,2.4,40,10,60
5359630,56,2101155,404798,28,150,2.4,40,10,60
5555904,56,2101155,404798,29,150,2.4,40,10,60
5752072,6,2101155,404798,30,150,2.4,40,10,60
5948224,52,2101155,404798,31,150,2.4,40,10,60
6144468,56,2101155,404798,32,150,2.4,40,10,60
6340657,56,2101155,404798,33,150,2.4,40,10,60
6536745,2,2101155,404798,34,150,2.4,40,10,60
6733061,56,2101155,404798,35,150,2.4,40,10,60
6929155,38,2101155,404798,36,150,2.4,40,10,60
7125461,34,2101155,404798,37,150,2.4,40,10,60
7321563,32,2101155,404798,38,150,2.4,40,10,60
7517647,19,2101155,404798,39,150,2.4,40,10,60
7713789,2,2101155,404798,40,150,2.4,40,10,60
7909889,2,2101155,404798,41,150,2.4,40,10,60
8105922,53,2101155,404798,42,150,2.4,40,10,60
8302046,56,2101155,404798,43,150,2.4,40,10,60
8497881,56,2101155,404798,44,150,2.4,40,10,60
8693934,2,2101155,404798,45,150,2.4,40,10,60
8889980,56,2101155,404798,46,150,2.4,40,10,60
9085918,56,2101155,404798,47,150,2.4,40,10,60
9282033,6,2101155,404798,48,150,2.4,40,10,60
9477990,56,2101155,404798,49,150,2.4,40,10,60
9673896,56,2101155,404798,50,150,2.4,40,10,60
9870028,2,2101155,404798,51,150,2.4,40,10,60
10065968,56,2101155,404798,52,150,2.4,40,10,60
10261928,56,2101155,404798,53,150,2.4,40,10,60
10458000,56,2101155,404798,54,150,2.4,40,10,60
10653877,56,2101155,404798,55,150,2.4,40,10,60
10849867,40,2101155,404798,56,150,2.4,40,10,60
11045790,56,2101155,404798,57,150,2.4,40,10,60
11241696,56,2101155,404798,58,150,2.4,40,10,60
11437646,2,2101155,404798,59,150,2.4,40,10,60
11633372,2,2101155,404798,60,150,2.4,40,10,60
