Mean_Goodput(Mbps),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,SimulationTime(s)
167.242,1,2.4,40,1,20
711.933,5,2.4,40,1,20
561.952,10,2.4,40,1,20
1201.22,15,2.4,40,1,20
1623.54,20,2.4,40,1,20
1867.26,25,2.4,40,1,20
1954.75,30,2.4,40,1,20
2191.9,35,2.4,40,1,20
2519.7,40,2.4,40,1,20
2325.24,45,2.4,40,1,20
3408.94,50,2.4,40,1,20
4255.31,55,2.4,40,1,20
3348.69,60,2.4,40,1,20
3853.91,65,2.4,40,1,20
3730.66,70,2.4,40,1,20
3527.8,75,2.4,40,1,20
4342.38,80,2.4,40,1,20
6090.64,85,2.4,40,1,20
4607.1,90,2.4,40,1,20
5947.57,95,2.4,40,1,20
4089.84,100,2.4,40,1,20
5258.9,105,2.4,40,1,20
5270.98,110,2.4,40,1,20
6813.34,115,2.4,40,1,20
5182.83,120,2.4,40,1,20
6206.26,125,2.4,40,1,20
5444.53,130,2.4,40,1,20
7621.89,135,2.4,40,1,20
8549.25,140,2.4,40,1,20
10508.1,145,2.4,40,1,20
10503,150,2.4,40,1,20
