Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
88.3085,1,2.4,40,50,20
108.812,2,2.4,40,50,20
146.274,3,2.4,40,50,20
103.303,4,2.4,40,50,20
177.223,5,2.4,40,50,20
111.885,6,2.4,40,50,20
397.821,7,2.4,40,50,20
315.302,8,2.4,40,50,20
294.045,9,2.4,40,50,20
218.722,10,2.4,40,50,20
309.742,11,2.4,40,50,20
319.279,12,2.4,40,50,20
498.406,13,2.4,40,50,20
285.209,14,2.4,40,50,20
317.645,15,2.4,40,50,20
321.164,16,2.4,40,50,20
245.85,17,2.4,40,50,20
307.417,18,2.4,40,50,20
521.207,19,2.4,40,50,20
474.037,20,2.4,40,50,20
500.714,21,2.4,40,50,20
410.768,22,2.4,40,50,20
383.885,23,2.4,40,50,20
415.504,24,2.4,40,50,20
536.993,25,2.4,40,50,20
569.712,26,2.4,40,50,20
478.371,27,2.4,40,50,20
477.446,28,2.4,40,50,20
615.587,29,2.4,40,50,20
598.467,30,2.4,40,50,20
676.72,31,2.4,40,50,20
621.659,32,2.4,40,50,20
911.733,33,2.4,40,50,20
685.629,34,2.4,40,50,20
755.271,35,2.4,40,50,20
564.881,36,2.4,40,50,20
553.831,37,2.4,40,50,20
662.082,38,2.4,40,50,20
658.245,39,2.4,40,50,20
727.793,40,2.4,40,50,20
889.748,41,2.4,40,50,20
705.174,42,2.4,40,50,20
843.546,43,2.4,40,50,20
825.668,44,2.4,40,50,20
1086.85,45,2.4,40,50,20
739.694,46,2.4,40,50,20
675.524,47,2.4,40,50,20
880.457,48,2.4,40,50,20
790.152,49,2.4,40,50,20
830.354,50,2.4,40,50,20
743.65,51,2.4,40,50,20
934.273,52,2.4,40,50,20
796.204,53,2.4,40,50,20
664.155,54,2.4,40,50,20
959.222,55,2.4,40,50,20
1046.65,56,2.4,40,50,20
1183.21,57,2.4,40,50,20
1028.88,58,2.4,40,50,20
1115.38,59,2.4,40,50,20
1595.61,60,2.4,40,50,20
0,1,5,160,50,20
147.181,2,5,160,50,20
181.532,3,5,160,50,20
146.667,4,5,160,50,20
121.767,5,5,160,50,20
132.284,6,5,160,50,20
63.9313,7,5,160,50,20
223.518,8,5,160,50,20
136.605,9,5,160,50,20
294.556,10,5,160,50,20
107.47,11,5,160,50,20
117.563,12,5,160,50,20
337.546,13,5,160,50,20
134.245,14,5,160,50,20
122.285,15,5,160,50,20
131.85,16,5,160,50,20
109.005,17,5,160,50,20
176.831,18,5,160,50,20
249.721,19,5,160,50,20
184.27,20,5,160,50,20
272.21,21,5,160,50,20
164.092,22,5,160,50,20
159.691,23,5,160,50,20
161.736,24,5,160,50,20
223.525,25,5,160,50,20
203.381,26,5,160,50,20
240.334,27,5,160,50,20
235.963,28,5,160,50,20
289.655,29,5,160,50,20
202.706,30,5,160,50,20
249.1,31,5,160,50,20
239.274,32,5,160,50,20
395.127,33,5,160,50,20
294.378,34,5,160,50,20
351.242,35,5,160,50,20
226.282,36,5,160,50,20
362.822,37,5,160,50,20
310.55,38,5,160,50,20
385.201,39,5,160,50,20
360.564,40,5,160,50,20
312.648,41,5,160,50,20
452.526,42,5,160,50,20
434.885,43,5,160,50,20
412.326,44,5,160,50,20
501.595,45,5,160,50,20
330.597,46,5,160,50,20
298.16,47,5,160,50,20
424.316,48,5,160,50,20
416.462,49,5,160,50,20
456.654,50,5,160,50,20
