Mean_Goodput(Mbps),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,SimulationTime(s)
280.816,1,6,160,7,20
727.197,5,6,160,7,20
730.524,10,6,160,7,20
1164.86,15,6,160,7,20
1540.76,20,6,160,7,20
1386.81,25,6,160,7,20
1178.17,30,6,160,7,20
2048.53,35,6,160,7,20
1594.35,40,6,160,7,20
2242.28,45,6,160,7,20
2093.39,50,6,160,7,20
2740.48,55,6,160,7,20
3070.42,60,6,160,7,20
3895.55,65,6,160,7,20
3563.92,70,6,160,7,20
2709.69,75,6,160,7,20
4439.82,80,6,160,7,20
4224.81,85,6,160,7,20
4535.17,90,6,160,7,20
4355.61,95,6,160,7,20
4087.2,100,6,160,7,20
6075.22,105,6,160,7,20
4628.31,110,6,160,7,20
