Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
966.118,60,2.4,40,46,20
901.635,65,2.4,40,46,20
1056.07,70,2.4,40,46,20
1410.12,75,2.4,40,46,20
1568.06,80,2.4,40,46,20
1628.33,85,2.4,40,46,20
1285.72,90,2.4,40,46,20
1997.74,95,2.4,40,46,20
1704.04,100,2.4,40,46,20
2137.6,105,2.4,40,46,20
2159.21,110,2.4,40,46,20
1690.69,115,2.4,40,46,20
2304.43,120,2.4,40,46,20
1935.91,125,2.4,40,46,20
2408.62,130,2.4,40,46,20
2588.79,135,2.4,40,46,20
2873.41,140,2.4,40,46,20
483.059,45,5,160,46,20
402.383,50,5,160,46,20
399.891,55,5,160,46,20
467.13,60,5,160,46,20
462.175,65,5,160,46,20
651.217,70,5,160,46,20
688.468,75,5,160,46,20
775.988,80,5,160,46,20
740.313,85,5,160,46,20
682.784,90,5,160,46,20
810.024,95,5,160,46,20
898.076,100,5,160,46,20
974.111,105,5,160,46,20
1170.17,110,5,160,46,20
996.813,115,5,160,46,20
1139.12,120,5,160,46,20
1001.11,125,5,160,46,20
1092.51,130,5,160,46,20
