Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
1192.67,60,2.4,40,43,20
1113.05,65,2.4,40,43,20
1139.39,70,2.4,40,43,20
1962.86,75,2.4,40,43,20
1318.69,80,2.4,40,43,20
1422.92,85,2.4,40,43,20
1303.72,90,2.4,40,43,20
1959.33,95,2.4,40,43,20
1772.32,100,2.4,40,43,20
2010.84,105,2.4,40,43,20
1854.48,110,2.4,40,43,20
1758.81,115,2.4,40,43,20
2174.6,120,2.4,40,43,20
2289.16,125,2.4,40,43,20
2071.29,130,2.4,40,43,20
2140.91,135,2.4,40,43,20
1876.83,140,2.4,40,43,20
452.922,45,5,160,43,20
401.638,50,5,160,43,20
382.816,55,5,160,43,20
543.728,60,5,160,43,20
636.897,65,5,160,43,20
581.923,70,5,160,43,20
725.687,75,5,160,43,20
610.761,80,5,160,43,20
761.76,85,5,160,43,20
653.076,90,5,160,43,20
691.091,95,5,160,43,20
846.297,100,5,160,43,20
994.47,105,5,160,43,20
918.205,110,5,160,43,20
1060.01,115,5,160,43,20
1012.28,120,5,160,43,20
909.087,125,5,160,43,20
1157.91,130,5,160,43,20
