Mean_Goodput(Mbps),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,SimulationTime(s)
282.655,1,5,160,4,20
586.664,5,5,160,4,20
667.678,10,5,160,4,20
991.432,15,5,160,4,20
1717.35,20,5,160,4,20
1548.84,25,5,160,4,20
1487.91,30,5,160,4,20
2276.97,35,5,160,4,20
2498.51,40,5,160,4,20
2020.74,45,5,160,4,20
2824.15,50,5,160,4,20
3717.56,55,5,160,4,20
2765.63,60,5,160,4,20
3652.12,65,5,160,4,20
2867.7,70,5,160,4,20
3610.35,75,5,160,4,20
4159.16,80,5,160,4,20
4218.42,85,5,160,4,20
4369.86,90,5,160,4,20
5267.97,95,5,160,4,20
4280.96,100,5,160,4,20
5726.65,105,5,160,4,20
4880.96,110,5,160,4,20
6422.06,115,5,160,4,20
4957.48,120,5,160,4,20
6859.83,125,5,160,4,20
6495.35,130,5,160,4,20
6529.75,135,5,160,4,20
