Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
1028.3,60,2.4,40,47,20
933.664,65,2.4,40,47,20
1082.41,70,2.4,40,47,20
1749.41,75,2.4,40,47,20
1668.75,80,2.4,40,47,20
1901.79,85,2.4,40,47,20
1474.35,90,2.4,40,47,20
1704.87,95,2.4,40,47,20
1835.56,100,2.4,40,47,20
2169.97,105,2.4,40,47,20
2198.68,110,2.4,40,47,20
1862.48,115,2.4,40,47,20
2253.49,120,2.4,40,47,20
2349.12,125,2.4,40,47,20
1868.65,130,2.4,40,47,20
1710.47,135,2.4,40,47,20
2772.81,140,2.4,40,47,20
426.793,45,5,160,47,20
397.389,50,5,160,47,20
487.235,55,5,160,47,20
570.799,60,5,160,47,20
543.109,65,5,160,47,20
562.31,70,5,160,47,20
671.537,75,5,160,47,20
760.333,80,5,160,47,20
755.281,85,5,160,47,20
728.578,90,5,160,47,20
897.348,95,5,160,47,20
844.161,100,5,160,47,20
888.53,105,5,160,47,20
1080.34,110,5,160,47,20
983.68,115,5,160,47,20
956.829,120,5,160,47,20
1056.11,125,5,160,47,20
1074.68,130,5,160,47,20
953.424,135,5,160,47,20
975.522,140,5,160,47,20
0,1,6,160,47,20
137.545,5,6,160,47,20
282.271,10,6,160,47,20
93.7817,15,6,160,47,20
118.424,20,6,160,47,20
157.44,25,6,160,47,20
215.78,30,6,160,47,20
399.866,35,6,160,47,20
186.083,40,6,160,47,20
312.88,45,6,160,47,20
327.237,50,6,160,47,20
383.744,55,6,160,47,20
479.597,60,6,160,47,20
492.539,65,6,160,47,20
412.289,70,6,160,47,20
