Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
88.3129,1,2.4,40,37,20
111.504,2,2.4,40,37,20
150.8,3,2.4,40,37,20
179.746,4,2.4,40,37,20
177.474,5,2.4,40,37,20
140.876,6,2.4,40,37,20
293.872,7,2.4,40,37,20
428.657,8,2.4,40,37,20
244.055,9,2.4,40,37,20
253.662,10,2.4,40,37,20
298.656,11,2.4,40,37,20
263.466,12,2.4,40,37,20
404.085,13,2.4,40,37,20
315.698,14,2.4,40,37,20
317.116,15,2.4,40,37,20
268.576,16,2.4,40,37,20
292.611,17,2.4,40,37,20
317.664,18,2.4,40,37,20
520.638,19,2.4,40,37,20
335.855,20,2.4,40,37,20
459.209,21,2.4,40,37,20
541.854,22,2.4,40,37,20
447.183,23,2.4,40,37,20
478.98,24,2.4,40,37,20
419.923,25,2.4,40,37,20
618.471,26,2.4,40,37,20
417.278,27,2.4,40,37,20
651.112,28,2.4,40,37,20
550.038,29,2.4,40,37,20
531.189,30,2.4,40,37,20
635.961,31,2.4,40,37,20
527.944,32,2.4,40,37,20
831.214,33,2.4,40,37,20
835.649,34,2.4,40,37,20
793.514,35,2.4,40,37,20
590.99,36,2.4,40,37,20
670.59,37,2.4,40,37,20
783.246,38,2.4,40,37,20
674.927,39,2.4,40,37,20
777.246,40,2.4,40,37,20
819.741,41,2.4,40,37,20
818.095,42,2.4,40,37,20
851.487,43,2.4,40,37,20
750.585,44,2.4,40,37,20
1107.76,45,2.4,40,37,20
757.589,46,2.4,40,37,20
591.445,47,2.4,40,37,20
909.626,48,2.4,40,37,20
793.689,49,2.4,40,37,20
738.997,50,2.4,40,37,20
871.472,51,2.4,40,37,20
1172.53,52,2.4,40,37,20
735.939,53,2.4,40,37,20
897.331,54,2.4,40,37,20
827.507,55,2.4,40,37,20
850.885,56,2.4,40,37,20
917.319,57,2.4,40,37,20
1169.07,58,2.4,40,37,20
1079.37,59,2.4,40,37,20
1217.05,60,2.4,40,37,20
46.0369,1,5,160,37,20
171.351,2,5,160,37,20
127.835,3,5,160,37,20
134.235,4,5,160,37,20
111.48,5,5,160,37,20
115.391,6,5,160,37,20
79.7639,7,5,160,37,20
238.242,8,5,160,37,20
128.061,9,5,160,37,20
80.9275,10,5,160,37,20
155.366,11,5,160,37,20
159.686,12,5,160,37,20
190.339,13,5,160,37,20
206.033,14,5,160,37,20
106.502,15,5,160,37,20
228.631,16,5,160,37,20
208.011,17,5,160,37,20
127.73,18,5,160,37,20
221.95,19,5,160,37,20
177.184,20,5,160,37,20
245.388,21,5,160,37,20
205.321,22,5,160,37,20
200.164,23,5,160,37,20
262.364,24,5,160,37,20
180.578,25,5,160,37,20
198.116,26,5,160,37,20
203.126,27,5,160,37,20
217.438,28,5,160,37,20
305.095,29,5,160,37,20
259.022,30,5,160,37,20
213.053,31,5,160,37,20
257.349,32,5,160,37,20
459.181,33,5,160,37,20
341.973,34,5,160,37,20
349.256,35,5,160,37,20
322.496,36,5,160,37,20
362.491,37,5,160,37,20
371.869,38,5,160,37,20
396.439,39,5,160,37,20
317.957,40,5,160,37,20
334.54,41,5,160,37,20
390.041,42,5,160,37,20
462.172,43,5,160,37,20
370.442,44,5,160,37,20
496.891,45,5,160,37,20
402.218,46,5,160,37,20
348.873,47,5,160,37,20
335.552,48,5,160,37,20
375.774,49,5,160,37,20
378.612,50,5,160,37,20
