Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
1752.3,60,2.4,40,49,20
885.175,65,2.4,40,49,20
1225.54,70,2.4,40,49,20
1959.56,75,2.4,40,49,20
1652.45,80,2.4,40,49,20
1495.44,85,2.4,40,49,20
1235.81,90,2.4,40,49,20
1846.49,95,2.4,40,49,20
1615.51,100,2.4,40,49,20
2205.17,105,2.4,40,49,20
1792.74,110,2.4,40,49,20
2264.65,115,2.4,40,49,20
2009.53,120,2.4,40,49,20
2003.12,125,2.4,40,49,20
2221.3,130,2.4,40,49,20
1710.1,135,2.4,40,49,20
2783.66,140,2.4,40,49,20
513.595,45,5,160,49,20
399.692,50,5,160,49,20
459.878,55,5,160,49,20
615.774,60,5,160,49,20
552.972,65,5,160,49,20
775.942,70,5,160,49,20
710.507,75,5,160,49,20
863.378,80,5,160,49,20
709.575,85,5,160,49,20
659.562,90,5,160,49,20
857.672,95,5,160,49,20
811.181,100,5,160,49,20
879.397,105,5,160,49,20
1045.49,110,5,160,49,20
1047.56,115,5,160,49,20
1144.19,120,5,160,49,20
1060.42,125,5,160,49,20
1068.14,130,5,160,49,20
917.722,135,5,160,49,20
1055.35,140,5,160,49,20
274.737,1,6,160,49,20
131.075,5,6,160,49,20
282.453,10,6,160,49,20
121.384,15,6,160,49,20
141.47,20,6,160,49,20
151.116,25,6,160,49,20
206.958,30,6,160,49,20
446.656,35,6,160,49,20
389.619,40,6,160,49,20
427.252,45,6,160,49,20
277.913,50,6,160,49,20
373.182,55,6,160,49,20
419.961,60,6,160,49,20
358.393,65,6,160,49,20
499.816,70,6,160,49,20
492.427,75,6,160,49,20
