Mean_Goodput(Mbps),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,SimulationTime(s)
280.816,1,5,160,7,20
743.388,5,5,160,7,20
676.623,10,5,160,7,20
1239.67,15,5,160,7,20
1620.13,20,5,160,7,20
1373.54,25,5,160,7,20
1534.79,30,5,160,7,20
2401.09,35,5,160,7,20
2222.09,40,5,160,7,20
2340.84,45,5,160,7,20
2762.25,50,5,160,7,20
3551.55,55,5,160,7,20
3265.77,60,5,160,7,20
3903.3,65,5,160,7,20
2590.57,70,5,160,7,20
3240.24,75,5,160,7,20
4277.49,80,5,160,7,20
4203.96,85,5,160,7,20
4705.56,90,5,160,7,20
5197.83,95,5,160,7,20
4387.39,100,5,160,7,20
5620.29,105,5,160,7,20
5151.07,110,5,160,7,20
