Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
105.228,1,2.4,40,39,20
76.1346,2,2.4,40,39,20
151.745,3,2.4,40,39,20
133.866,4,2.4,40,39,20
101.108,5,2.4,40,39,20
152.819,6,2.4,40,39,20
158.186,7,2.4,40,39,20
306.624,8,2.4,40,39,20
296.788,9,2.4,40,39,20
232.747,10,2.4,40,39,20
295.626,11,2.4,40,39,20
314.417,12,2.4,40,39,20
493.72,13,2.4,40,39,20
252.589,14,2.4,40,39,20
269.901,15,2.4,40,39,20
367.254,16,2.4,40,39,20
338.812,17,2.4,40,39,20
406.091,18,2.4,40,39,20
428.336,19,2.4,40,39,20
474.327,20,2.4,40,39,20
572.824,21,2.4,40,39,20
401.727,22,2.4,40,39,20
348.835,23,2.4,40,39,20
550.044,24,2.4,40,39,20
463.745,25,2.4,40,39,20
491.651,26,2.4,40,39,20
736.205,27,2.4,40,39,20
609.381,28,2.4,40,39,20
593.846,29,2.4,40,39,20
607.585,30,2.4,40,39,20
545.394,31,2.4,40,39,20
611.339,32,2.4,40,39,20
809.636,33,2.4,40,39,20
855.262,34,2.4,40,39,20
711.501,35,2.4,40,39,20
614.923,36,2.4,40,39,20
790.424,37,2.4,40,39,20
744.514,38,2.4,40,39,20
640.057,39,2.4,40,39,20
706.925,40,2.4,40,39,20
922.381,41,2.4,40,39,20
781.904,42,2.4,40,39,20
1045.62,43,2.4,40,39,20
791.44,44,2.4,40,39,20
972.441,45,2.4,40,39,20
726.491,46,2.4,40,39,20
819.868,47,2.4,40,39,20
864.78,48,2.4,40,39,20
790.719,49,2.4,40,39,20
655.52,50,2.4,40,39,20
847.168,51,2.4,40,39,20
840.127,52,2.4,40,39,20
916.364,53,2.4,40,39,20
731.437,54,2.4,40,39,20
831.755,55,2.4,40,39,20
813.849,56,2.4,40,39,20
1435.36,57,2.4,40,39,20
1066.41,58,2.4,40,39,20
982.21,59,2.4,40,39,20
1200.54,60,2.4,40,39,20
275.072,1,5,160,39,20
287.903,2,5,160,39,20
227.102,3,5,160,39,20
116.832,4,5,160,39,20
121.691,5,5,160,39,20
74.9226,6,5,160,39,20
59.6997,7,5,160,39,20
238.127,8,5,160,39,20
122.988,9,5,160,39,20
193.095,10,5,160,39,20
177.741,11,5,160,39,20
149.066,12,5,160,39,20
228.526,13,5,160,39,20
102.163,14,5,160,39,20
82.8522,15,5,160,39,20
214.707,16,5,160,39,20
171.684,17,5,160,39,20
150.625,18,5,160,39,20
227.181,19,5,160,39,20
252.756,20,5,160,39,20
196.769,21,5,160,39,20
165.523,22,5,160,39,20
157.548,23,5,160,39,20
249.283,24,5,160,39,20
232.547,25,5,160,39,20
213.556,26,5,160,39,20
265.964,27,5,160,39,20
263.54,28,5,160,39,20
246.351,29,5,160,39,20
309.56,30,5,160,39,20
226.364,31,5,160,39,20
250.232,32,5,160,39,20
524.151,33,5,160,39,20
395.945,34,5,160,39,20
360.173,35,5,160,39,20
293.574,36,5,160,39,20
374.572,37,5,160,39,20
414.559,38,5,160,39,20
287.937,39,5,160,39,20
378.256,40,5,160,39,20
417.385,41,5,160,39,20
453.505,42,5,160,39,20
576.036,43,5,160,39,20
443.812,44,5,160,39,20
468.254,45,5,160,39,20
352.681,46,5,160,39,20
414.391,47,5,160,39,20
404.886,48,5,160,39,20
404.335,49,5,160,39,20
470.132,50,5,160,39,20
