Mean_Goodput(Mbps),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,SimulationTime(s)
319.788,1,6,160,2,20
808.7,5,6,160,2,20
438.93,10,6,160,2,20
704.269,15,6,160,2,20
1599.27,20,6,160,2,20
1748.41,25,6,160,2,20
1773.19,30,6,160,2,20
2344.92,35,6,160,2,20
2181.45,40,6,160,2,20
2306.08,45,6,160,2,20
2934.64,50,6,160,2,20
3244.29,55,6,160,2,20
2753.8,60,6,160,2,20
3453.57,65,6,160,2,20
2739.66,70,6,160,2,20
3114.77,75,6,160,2,20
3510.3,80,6,160,2,20
4833.32,85,6,160,2,20
3492.75,90,6,160,2,20
4106.92,95,6,160,2,20
4190.85,100,6,160,2,20
6013.24,105,6,160,2,20
4896.03,110,6,160,2,20
5359.94,115,6,160,2,20
4496.65,120,6,160,2,20
5846.87,125,6,160,2,20
4817.6,130,6,160,2,20
