Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
1147.59,60,2.4,40,40,20
1094.17,65,2.4,40,40,20
972.278,70,2.4,40,40,20
1704.53,75,2.4,40,40,20
1426.26,80,2.4,40,40,20
1582.39,85,2.4,40,40,20
1060.47,90,2.4,40,40,20
1602.18,95,2.4,40,40,20
1687.17,100,2.4,40,40,20
2393.2,105,2.4,40,40,20
2340.46,110,2.4,40,40,20
1650.72,115,2.4,40,40,20
2239.18,120,2.4,40,40,20
2429.49,125,2.4,40,40,20
2302.82,130,2.4,40,40,20
1986.41,135,2.4,40,40,20
2074.94,140,2.4,40,40,20
464.527,45,5,160,40,20
482.555,50,5,160,40,20
439.49,55,5,160,40,20
565.763,60,5,160,40,20
652.068,65,5,160,40,20
553.759,70,5,160,40,20
697.984,75,5,160,40,20
746.548,80,5,160,40,20
612.964,85,5,160,40,20
592.245,90,5,160,40,20
822.764,95,5,160,40,20
855.551,100,5,160,40,20
1012.83,105,5,160,40,20
1020.49,110,5,160,40,20
908.478,115,5,160,40,20
1054.27,120,5,160,40,20
1193.44,125,5,160,40,20
1047.11,130,5,160,40,20
957.784,135,5,160,40,20
958.702,140,5,160,40,20
0,1,6,160,40,20
142.09,5,6,160,40,20
273.51,10,6,160,40,20
113.567,15,6,160,40,20
167.703,20,6,160,40,20
174.747,25,6,160,40,20
238.269,30,6,160,40,20
319.398,35,6,160,40,20
192.493,40,6,160,40,20
343.208,45,6,160,40,20
463.252,50,6,160,40,20
314.511,55,6,160,40,20
469.689,60,6,160,40,20
