Mean_Goodput(Mbps),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,SimulationTime(s)
282.613,1,6,160,3,20
785.93,5,6,160,3,20
665.655,10,6,160,3,20
1276.7,15,6,160,3,20
1586.13,20,6,160,3,20
1331.52,25,6,160,3,20
1666.56,30,6,160,3,20
2196.76,35,6,160,3,20
2239.09,40,6,160,3,20
2344.07,45,6,160,3,20
2902.36,50,6,160,3,20
3887.27,55,6,160,3,20
2354.72,60,6,160,3,20
3008.33,65,6,160,3,20
3295.05,70,6,160,3,20
2815.42,75,6,160,3,20
3604.9,80,6,160,3,20
3586.07,85,6,160,3,20
2969.63,90,6,160,3,20
4304.23,95,6,160,3,20
3773.78,100,6,160,3,20
5937.02,105,6,160,3,20
4951.85,110,6,160,3,20
