Mean_Goodput(Mbps),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,SimulationTime(s)
167.283,1,2.4,40,10,20
724.312,5,2.4,40,10,20
564.421,10,2.4,40,10,20
1193.83,15,2.4,40,10,20
1527.85,20,2.4,40,10,20
2012.52,25,2.4,40,10,20
1831.04,30,2.4,40,10,20
2195.66,35,2.4,40,10,20
2663.87,40,2.4,40,10,20
2575.58,45,2.4,40,10,20
3037.88,50,2.4,40,10,20
3947.42,55,2.4,40,10,20
3574.15,60,2.4,40,10,20
3949.07,65,2.4,40,10,20
3523.9,70,2.4,40,10,20
3459.3,75,2.4,40,10,20
4310.61,80,2.4,40,10,20
6006.88,85,2.4,40,10,20
5142.05,90,2.4,40,10,20
5688.73,95,2.4,40,10,20
4979.73,100,2.4,40,10,20
5461.61,105,2.4,40,10,20
4972.36,110,2.4,40,10,20
6996.81,115,2.4,40,10,20
5460.41,120,2.4,40,10,20
6076.87,125,2.4,40,10,20
5382.56,130,2.4,40,10,20
7017.1,135,2.4,40,10,20
9079.56,140,2.4,40,10,20
8513.86,145,2.4,40,10,20
9153.88,150,2.4,40,10,20
