QueueDropPackets,PacketsInQueue,PacketsDropPhyRx,PacketsDropPhyRxInterferences,Time(s),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,TotalSimulationTime(s)
0,0,0,0,0,150,2.4,40,4,60
0,0,131790,13834,1,150,2.4,40,4,60
232656,13,325559,42211,2,150,2.4,40,4,60
603038,56,512296,72495,3,150,2.4,40,4,60
1016695,30,638342,95167,4,150,2.4,40,4,60
1430476,44,810182,125379,5,150,2.4,40,4,60
1844370,40,970346,154016,6,150,2.4,40,4,60
2257833,56,1107209,179596,7,150,2.4,40,4,60
2671335,35,1202149,199917,8,150,2.4,40,4,60
3085114,56,1316222,226161,9,150,2.4,40,4,60
3499314,54,1447370,253890,10,150,2.4,40,4,60
3913431,47,1563839,281635,11,150,2.4,40,4,60
4326051,32,1637172,301538,12,150,2.4,40,4,60
4738507,56,1737355,328206,13,150,2.4,40,4,60
5150596,16,1831054,356350,14,150,2.4,40,4,60
5562107,34,1900401,378563,15,150,2.4,40,4,60
5973703,56,1963714,399494,16,150,2.4,40,4,60
6385568,35,2033568,423010,17,150,2.4,40,4,60
6797433,53,2094040,445820,18,150,2.4,40,4,60
7209586,56,2146813,468049,19,150,2.4,40,4,60
7620923,46,2183821,483984,20,150,2.4,40,4,60
8032195,42,2202561,495639,21,150,2.4,40,4,60
8442234,56,2209644,502722,22,150,2.4,40,4,60
8852546,35,2215937,509015,23,150,2.4,40,4,60
9262578,56,2221788,514866,24,150,2.4,40,4,60
9672546,2,2227808,520886,25,150,2.4,40,4,60
10082422,54,2233917,526995,26,150,2.4,40,4,60
10492222,20,2240096,533174,27,150,2.4,40,4,60
10902099,44,2246170,539248,28,150,2.4,40,4,60
11312028,47,2252299,545377,29,150,2.4,40,4,60
11721820,56,2259738,552816,30,150,2.4,40,4,60
12131608,56,2267361,560439,31,150,2.4,40,4,60
12541224,11,2275014,568092,32,150,2.4,40,4,60
12950798,65,2282792,575870,33,150,2.4,40,4,60
13360373,25,2290659,583737,34,150,2.4,40,4,60
13769660,29,2298507,591585,35,150,2.4,40,4,60
14179194,56,2306319,599397,36,150,2.4,40,4,60
14588731,2,2313255,606333,37,150,2.4,40,4,60
14998265,56,2319873,612951,38,150,2.4,40,4,60
15406928,56,2328200,621278,39,150,2.4,40,4,60
15815509,2,2336768,629846,40,150,2.4,40,4,60
16223834,2,2345326,638404,41,150,2.4,40,4,60
16632165,56,2353642,646720,42,150,2.4,40,4,60
17040543,44,2362006,655084,43,150,2.4,40,4,60
17448750,41,2370417,663495,44,150,2.4,40,4,60
17856685,56,2379046,672124,45,150,2.4,40,4,60
18264711,44,2387486,680564,46,150,2.4,40,4,60
18672656,42,2396153,689231,47,150,2.4,40,4,60
19080571,48,2404569,697647,48,150,2.4,40,4,60
19488619,44,2412968,706046,49,150,2.4,40,4,60
19896498,56,2421766,714844,50,150,2.4,40,4,60
20304142,44,2431519,724597,51,150,2.4,40,4,60
20711697,56,2441418,734496,52,150,2.4,40,4,60
21119178,56,2451313,744391,53,150,2.4,40,4,60
21526493,44,2461386,754464,54,150,2.4,40,4,60
21933938,49,2471602,764680,55,150,2.4,40,4,60
22341170,43,2481781,774859,56,150,2.4,40,4,60
22748353,14,2491920,784998,57,150,2.4,40,4,60
23155479,42,2502377,795455,58,150,2.4,40,4,60
23562642,56,2512466,805544,59,150,2.4,40,4,60
23969825,20,2522571,815649,60,150,2.4,40,4,60
0,0,0,0,0,150,5,160,4,60
0,0,101322,17659,1,150,5,160,4,60
1214056,30,455224,265609,2,150,5,160,4,60
2444060,30,700260,425348,3,150,5,160,4,60
3674348,42,855833,536260,4,150,5,160,4,60
4904680,33,1030788,663154,5,150,5,160,4,60
6134905,31,1175251,783616,6,150,5,160,4,60
7365042,50,1294077,894938,7,150,5,160,4,60
8595024,34,1397751,997632,8,150,5,160,4,60
9824819,42,1504751,1104632,9,150,5,160,4,60
11054661,35,1622234,1222115,10,150,5,160,4,60
12284491,56,1748325,1348206,11,150,5,160,4,60
13513987,38,1879707,1479588,12,150,5,160,4,60
14743355,39,2001415,1601296,13,150,5,160,4,60
15972593,52,2136022,1735903,14,150,5,160,4,60
17201946,33,2269127,1869008,15,150,5,160,4,60
18431225,37,2411560,2011441,16,150,5,160,4,60
19660495,38,2547466,2147347,17,150,5,160,4,60
20889848,35,2676883,2276764,18,150,5,160,4,60
22119119,24,2816212,2416093,19,150,5,160,4,60
23348373,36,2961618,2561499,20,150,5,160,4,60
24577546,31,3095956,2695837,21,150,5,160,4,60
25806688,39,3221738,2821619,22,150,5,160,4,60
27035860,32,3368592,2968473,23,150,5,160,4,60
