QueueDropPackets,PacketsInQueue,PacketsDropPhyRx,PacketsDropPhyRxInterferences,Time(s),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,TotalSimulationTime(s)
0,0,0,0,0,150,2.4,40,9,60
0,0,131171,12548,1,150,2.4,40,9,60
261776,31,325303,42857,2,150,2.4,40,9,60
552749,60,513762,74261,3,150,2.4,40,9,60
841575,25,635065,97394,4,150,2.4,40,9,60
1128367,31,806910,128612,5,150,2.4,40,9,60
1414924,46,979027,162000,6,150,2.4,40,9,60
1701284,49,1120772,191207,7,150,2.4,40,9,60
1987763,56,1221313,213159,8,150,2.4,40,9,60
2273816,38,1330374,241734,9,150,2.4,40,9,60
2559338,56,1450826,272742,10,150,2.4,40,9,60
2844368,56,1557841,303362,11,150,2.4,40,9,60
3129115,56,1638371,329907,12,150,2.4,40,9,60
3414340,35,1740130,366716,13,150,2.4,40,9,60
3699421,35,1827676,397855,14,150,2.4,40,9,60
3983882,56,1879368,420129,15,150,2.4,40,9,60
4268666,56,1917620,438434,16,150,2.4,40,9,60
4553792,56,1966713,466040,17,150,2.4,40,9,60
4837582,2,1990940,479934,18,150,2.4,40,9,60
5118781,56,2001973,490967,19,150,2.4,40,9,60
5399723,56,2013360,502354,20,150,2.4,40,9,60
5680825,46,2024393,513387,21,150,2.4,40,9,60
5961710,56,2035721,524715,22,150,2.4,40,9,60
6242119,56,2048052,537046,23,150,2.4,40,9,60
6521470,56,2062743,551737,24,150,2.4,40,9,60
6801020,2,2077080,566074,25,150,2.4,40,9,60
7080362,2,2091780,580774,26,150,2.4,40,9,60
7359477,2,2106707,595701,27,150,2.4,40,9,60
7638579,56,2121593,610587,28,150,2.4,40,9,60
7917402,12,2136808,625802,29,150,2.4,40,9,60
8196168,56,2152040,641034,30,150,2.4,40,9,60
8474963,2,2167341,656335,31,150,2.4,40,9,60
8753323,56,2182974,671968,32,150,2.4,40,9,60
9031666,2,2198727,687721,33,150,2.4,40,9,60
9310071,56,2214254,703248,34,150,2.4,40,9,60
9588398,56,2230087,719081,35,150,2.4,40,9,60
9866510,56,2246017,735011,36,150,2.4,40,9,60
10144679,56,2261829,750823,37,150,2.4,40,9,60
10423049,56,2277346,766340,38,150,2.4,40,9,60
10701171,46,2293335,782329,39,150,2.4,40,9,60
10979273,56,2309265,798259,40,150,2.4,40,9,60
11257676,56,2324664,813658,41,150,2.4,40,9,60
11535845,56,2340535,829529,42,150,2.4,40,9,60
11813929,32,2356524,845518,43,150,2.4,40,9,60
12092096,42,2372277,861271,44,150,2.4,40,9,60
12370470,56,2387853,876847,45,150,2.4,40,9,60
12648582,56,2403783,892777,46,150,2.4,40,9,60
12926630,2,2419831,908825,47,150,2.4,40,9,60
13204779,56,2435728,924722,48,150,2.4,40,9,60
13482709,2,2451894,940888,49,150,2.4,40,9,60
13760531,56,2468060,957054,50,150,2.4,40,9,60
14038229,56,2484478,973472,51,150,2.4,40,9,60
14315930,56,2501072,990066,52,150,2.4,40,9,60
14593415,2,2517813,1006807,53,150,2.4,40,9,60
14870797,2,2534682,1023676,54,150,2.4,40,9,60
15148148,56,2551594,1040588,55,150,2.4,40,9,60
15425279,2,2568771,1057765,56,150,2.4,40,9,60
15702542,56,2585558,1074552,57,150,2.4,40,9,60
15979836,56,2602611,1091605,58,150,2.4,40,9,60
16257164,56,2619525,1108519,59,150,2.4,40,9,60
16534337,56,2636438,1125432,60,150,2.4,40,9,60
0,0,0,0,0,150,5,160,9,60
0,0,108819,16612,1,150,5,160,9,60
1540042,38,455438,243518,2,150,5,160,9,60
3121246,32,745134,430913,3,150,5,160,9,60
4702634,32,1006298,638843,4,150,5,160,9,60
6283921,33,1261009,829205,5,150,5,160,9,60
7864253,47,1516952,1042091,6,150,5,160,9,60
9442756,51,1837443,1334751,7,150,5,160,9,60
11021166,39,2167157,1650444,8,150,5,160,9,60
12599220,56,2519972,1997611,9,150,5,160,9,60
14177140,46,2872977,2349897,10,150,5,160,9,60
15755033,32,3231003,2707923,11,150,5,160,9,60
17332925,42,3595842,3072762,12,150,5,160,9,60
18910805,35,3947282,3424202,13,150,5,160,9,60
20488601,46,4306807,3783727,14,150,5,160,9,60
22066424,56,4668056,4144976,15,150,5,160,9,60
