QueueDropPackets,PacketsInQueue,PacketsDropPhyRx,PacketsDropPhyRxInterferences,Time(s),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,TotalSimulationTime(s)
0,0,0,0,0,150,2.4,40,6,60
0,0,130800,13766,1,150,2.4,40,6,60
345069,52,327168,44598,2,150,2.4,40,6,60
719949,36,504481,72285,3,150,2.4,40,6,60
1092772,36,616890,92720,4,150,2.4,40,6,60
1464906,31,774265,121967,5,150,2.4,40,6,60
1836208,54,927187,154119,6,150,2.4,40,6,60
2207026,56,1041206,178607,7,150,2.4,40,6,60
2577630,32,1133661,201141,8,150,2.4,40,6,60
2948570,15,1233651,225200,9,150,2.4,40,6,60
3319628,56,1355623,254891,10,150,2.4,40,6,60
3690800,12,1466798,280594,11,150,2.4,40,6,60
4061406,54,1530729,299706,12,150,2.4,40,6,60
4432261,56,1625682,326490,13,150,2.4,40,6,60
4802908,14,1712098,354836,14,150,2.4,40,6,60
5172905,36,1764212,374405,15,150,2.4,40,6,60
5542847,56,1805866,391888,16,150,2.4,40,6,60
5913175,32,1849518,410982,17,150,2.4,40,6,60
6283511,56,1887155,428106,18,150,2.4,40,6,60
6653403,56,1907569,438582,19,150,2.4,40,6,60
7022353,48,1914618,445631,20,150,2.4,40,6,60
7391186,56,1921608,452621,21,150,2.4,40,6,60
7759925,29,1927638,458651,22,150,2.4,40,6,60
8128240,56,1932979,463992,23,150,2.4,40,6,60
8496136,39,1938582,469595,24,150,2.4,40,6,60
8864008,45,1944237,475250,25,150,2.4,40,6,60
9231830,56,1949860,480873,26,150,2.4,40,6,60
9599595,47,1955810,486823,27,150,2.4,40,6,60
9967337,48,1961448,492461,28,150,2.4,40,6,60
10335074,49,1967091,498104,29,150,2.4,40,6,60
10702768,52,1972920,503933,30,150,2.4,40,6,60
11070608,56,1978600,509613,31,150,2.4,40,6,60
11438333,27,1984361,515374,32,150,2.4,40,6,60
11805975,56,1990171,521184,33,150,2.4,40,6,60
12173838,27,1995672,526685,34,150,2.4,40,6,60
12541590,53,2001518,532531,35,150,2.4,40,6,60
12909126,56,2007440,538453,36,150,2.4,40,6,60
13276830,33,2013107,544120,37,150,2.4,40,6,60
13644558,50,2018781,549794,38,150,2.4,40,6,60
14012153,27,2024588,555601,39,150,2.4,40,6,60
14379853,57,2030389,561402,40,150,2.4,40,6,60
14747221,56,2037421,568434,41,150,2.4,40,6,60
15114568,25,2044578,575591,42,150,2.4,40,6,60
15481700,38,2051931,582944,43,150,2.4,40,6,60
15848936,26,2059158,590171,44,150,2.4,40,6,60
16216247,56,2066369,597382,45,150,2.4,40,6,60
16582854,56,2075192,606205,46,150,2.4,40,6,60
16949372,56,2084461,615474,47,150,2.4,40,6,60
17315805,56,2093650,624663,48,150,2.4,40,6,60
17682063,53,2103003,634016,49,150,2.4,40,6,60
18048293,54,2112334,643347,50,150,2.4,40,6,60
18414352,46,2121873,652886,51,150,2.4,40,6,60
18780322,56,2131490,662503,52,150,2.4,40,6,60
19146410,56,2140966,671979,53,150,2.4,40,6,60
19512456,12,2150550,681563,54,150,2.4,40,6,60
19878452,56,2160068,691081,55,150,2.4,40,6,60
20244641,56,2169571,700584,56,150,2.4,40,6,60
20610692,12,2179086,710099,57,150,2.4,40,6,60
20976677,56,2188616,719629,58,150,2.4,40,6,60
21342693,56,2198084,729097,59,150,2.4,40,6,60
21708660,56,2207657,738670,60,150,2.4,40,6,60
0,0,0,0,0,150,5,160,6,60
0,0,96439,15430,1,150,5,160,6,60
1200665,34,476842,303795,2,150,5,160,6,60
2430777,55,701709,459250,3,150,5,160,6,60
3661106,34,859787,579249,4,150,5,160,6,60
4891426,32,1038359,722879,5,150,5,160,6,60
6121534,32,1195604,867040,6,150,5,160,6,60
7351602,44,1306043,976835,7,150,5,160,6,60
8581793,34,1427423,1098215,8,150,5,160,6,60
9811922,30,1568428,1239220,9,150,5,160,6,60
11042012,34,1684999,1355791,10,150,5,160,6,60
12272069,40,1815753,1486545,11,150,5,160,6,60
13502171,44,1942280,1613072,12,150,5,160,6,60
14732295,39,2053348,1724140,13,150,5,160,6,60
15962130,36,2170069,1840861,14,150,5,160,6,60
17191869,30,2315337,1986129,15,150,5,160,6,60
18421611,31,2450051,2120843,16,150,5,160,6,60
19651255,52,2592364,2263156,17,150,5,160,6,60
20880960,30,2714226,2385018,18,150,5,160,6,60
22110620,45,2848072,2518864,19,150,5,160,6,60
23340237,31,2996918,2667710,20,150,5,160,6,60
24569481,56,3156239,2827031,21,150,5,160,6,60
25798250,54,3327233,2998025,22,150,5,160,6,60
27026942,48,3515317,3186109,23,150,5,160,6,60
28255673,32,3702346,3373138,24,150,5,160,6,60
29484446,38,3878975,3549767,25,150,5,160,6,60
30713096,48,4063569,3734361,26,150,5,160,6,60
31941753,36,4271374,3942166,27,150,5,160,6,60
33170481,40,4445838,4116630,28,150,5,160,6,60
34399226,40,4634482,4305274,29,150,5,160,6,60
35627788,40,4832875,4503667,30,150,5,160,6,60
36856264,51,5020623,4691415,31,150,5,160,6,60
38084702,35,5201126,4871918,32,150,5,160,6,60
39312939,41,5442057,5112849,33,150,5,160,6,60
40539793,38,5769235,5440027,34,150,5,160,6,60
41765756,40,6139044,5809836,35,150,5,160,6,60
42991684,56,6506097,6176889,36,150,5,160,6,60
44217627,38,6868819,6539611,37,150,5,160,6,60
45443428,41,7251109,6921901,38,150,5,160,6,60
46669205,40,7627491,7298283,39,150,5,160,6,60
47895033,56,8011235,7682027,40,150,5,160,6,60
49120806,54,8391679,8062471,41,150,5,160,6,60
50346236,40,8854690,8525482,42,150,5,160,6,60
51571657,36,9343354,9014146,43,150,5,160,6,60
52796947,56,9849753,9520545,44,150,5,160,6,60
54022392,40,10340399,10011191,45,150,5,160,6,60
55247809,40,10843513,10514305,46,150,5,160,6,60
56473155,40,11326956,10997748,47,150,5,160,6,60
57698555,51,11808106,11478898,48,150,5,160,6,60
58924147,36,12281880,11952672,49,150,5,160,6,60
60149505,52,12758420,12429212,50,150,5,160,6,60
61374792,56,13259025,12929817,51,150,5,160,6,60
62600242,62,13746233,13417025,52,150,5,160,6,60
63825601,56,14239532,13910324,53,150,5,160,6,60
65051029,35,14730637,14401429,54,150,5,160,6,60
66276353,53,15221154,14891946,55,150,5,160,6,60
67501693,56,15729711,15400503,56,150,5,160,6,60
68727062,36,16224958,15895750,57,150,5,160,6,60
69952341,56,16723421,16394213,58,150,5,160,6,60
71177615,48,17214713,16885505,59,150,5,160,6,60
72402934,36,17713667,17384459,60,150,5,160,6,60
0,0,0,0,0,150,6,160,6,60
0,0,79571,16753,1,150,6,160,6,60
606071,32,551807,414886,2,150,6,160,6,60
1484237,32,931449,744032,3,150,6,160,6,60
2362704,32,1088858,879153,4,150,6,160,6,60
3241298,31,1246175,1021234,5,150,6,160,6,60
4119702,29,1395532,1169526,6,150,6,160,6,60
4998058,31,1532141,1306135,7,150,6,160,6,60
5876238,33,1665520,1439514,8,150,6,160,6,60
6754369,35,1816549,1590543,9,150,6,160,6,60
7632494,36,1976375,1750369,10,150,6,160,6,60
8510654,31,2136705,1910699,11,150,6,160,6,60
9388708,45,2288300,2062294,12,150,6,160,6,60
10266684,43,2465545,2239539,13,150,6,160,6,60
11144802,31,2637075,2411069,14,150,6,160,6,60
12022847,56,2802920,2576914,15,150,6,160,6,60
12900803,33,2970244,2744238,16,150,6,160,6,60
13778727,29,3137153,2911147,17,150,6,160,6,60
14656665,34,3302870,3076864,18,150,6,160,6,60
15534703,29,3474980,3248974,19,150,6,160,6,60
16412375,30,3665535,3439529,20,150,6,160,6,60
17289798,41,3878261,3652255,21,150,6,160,6,60
18167374,22,4074762,3848756,22,150,6,160,6,60
19044918,40,4276134,4050128,23,150,6,160,6,60
19922360,34,4494605,4268599,24,150,6,160,6,60
20799659,56,4695446,4469440,25,150,6,160,6,60
21677185,26,4901760,4675754,26,150,6,160,6,60
22554343,49,5127170,4901164,27,150,6,160,6,60
23430818,40,5400647,5174641,28,150,6,160,6,60
24306972,54,5693352,5467346,29,150,6,160,6,60
25183060,40,6001415,5775409,30,150,6,160,6,60
26059099,46,6322085,6096079,31,150,6,160,6,60
26935127,40,6634403,6408397,32,150,6,160,6,60
27810777,41,6967068,6741062,33,150,6,160,6,60
28686001,51,7357963,7131957,34,150,6,160,6,60
29561070,35,7740880,7514874,35,150,6,160,6,60
30436183,32,8125811,7899805,36,150,6,160,6,60
31311156,35,8541888,8315882,37,150,6,160,6,60
32186143,55,8957662,8731656,38,150,6,160,6,60
33060510,31,9431495,9205489,39,150,6,160,6,60
33934541,56,9912948,9686942,40,150,6,160,6,60
34808701,56,10403249,10177243,41,150,6,160,6,60
35682755,45,10902912,10676906,42,150,6,160,6,60
36556750,38,11406703,11180697,43,150,6,160,6,60
37430744,46,11900060,11674054,44,150,6,160,6,60
38304754,26,12402818,12176812,45,150,6,160,6,60
39178787,46,12897528,12671522,46,150,6,160,6,60
40052779,45,13394219,13168213,47,150,6,160,6,60
40926810,35,13888741,13662735,48,150,6,160,6,60
41800806,44,14387717,14161711,49,150,6,160,6,60
42674790,14,14891344,14665338,50,150,6,160,6,60
43548598,44,15399533,15173527,51,150,6,160,6,60
44422424,35,15928268,15702262,52,150,6,160,6,60
45296183,56,16449638,16223632,53,150,6,160,6,60
46169963,38,16976822,16750816,54,150,6,160,6,60
47043667,56,17488069,17262063,55,150,6,160,6,60
47917324,55,18019295,17793289,56,150,6,160,6,60
48790968,35,18561285,18335279,57,150,6,160,6,60
49664538,51,19108371,18882365,58,150,6,160,6,60
50537810,31,19703566,19477560,59,150,6,160,6,60
51410836,29,20298602,20072596,60,150,6,160,6,60
