MCS,CtlrRate,Mean_Goodput(Mbps),Distance(m),ChannelWidth(Hz),GI(ns),SimulationTime(s),Seed
0,ErpOfdmRate6Mbps,7.28897,3,20,800,30,1
1,ErpOfdmRate12Mbps,14.9289,3,20,800,30,1
2,ErpOfdmRate18Mbps,22.3171,3,20,800,30,1
3,ErpOfdmRate24Mbps,30.1174,3,20,800,30,1
4,ErpOfdmRate36Mbps,45.1732,3,20,800,30,1
5,ErpOfdmRate48Mbps,60.227,3,20,800,30,1
6,ErpOfdmRate54Mbps,67.7572,3,20,800,30,1
7,ErpOfdmRate54Mbps,75.2792,3,20,800,30,1
8,ErpOfdmRate54Mbps,89.9577,3,20,800,30,1
9,ErpOfdmRate54Mbps,99.4357,3,20,800,30,1
10,ErpOfdmRate54Mbps,111.147,3,20,800,30,1
11,ErpOfdmRate54Mbps,122.454,3,20,800,30,1
12,ErpOfdmRate54Mbps,131.695,3,20,800,30,1
13,ErpOfdmRate54Mbps,145.408,3,20,800,30,1
0,ErpOfdmRate6Mbps,14.6506,3,40,800,30,1
1,ErpOfdmRate12Mbps,29.8438,3,40,800,30,1
2,ErpOfdmRate18Mbps,44.7596,3,40,800,30,1
3,ErpOfdmRate24Mbps,60.227,3,40,800,30,1
4,ErpOfdmRate36Mbps,89.9577,3,40,800,30,1
5,ErpOfdmRate48Mbps,117.906,3,40,800,30,1
6,ErpOfdmRate54Mbps,131.695,3,40,800,30,1
7,ErpOfdmRate54Mbps,145.408,3,40,800,30,1
8,ErpOfdmRate54Mbps,171.894,3,40,800,30,1
9,ErpOfdmRate54Mbps,188.609,3,40,800,30,1
10,ErpOfdmRate54Mbps,210.182,3,40,800,30,1
11,ErpOfdmRate54Mbps,229.524,3,40,800,30,1
12,ErpOfdmRate54Mbps,245.672,3,40,800,30,1
13,ErpOfdmRate54Mbps,270.403,3,40,800,30,1
0,ErpOfdmRate6Mbps,6.20399,3,20,3200,30,1
1,ErpOfdmRate12Mbps,12.6428,3,20,3200,30,1
2,ErpOfdmRate18Mbps,18.9922,3,20,3200,30,1
3,ErpOfdmRate24Mbps,25.5815,3,20,3200,30,1
4,ErpOfdmRate36Mbps,38.3223,3,20,3200,30,1
5,ErpOfdmRate48Mbps,51.1371,3,20,3200,30,1
6,ErpOfdmRate54Mbps,57.4785,3,20,3200,30,1
7,ErpOfdmRate54Mbps,63.984,3,20,3200,30,1
8,ErpOfdmRate54Mbps,76.7604,3,20,3200,30,1
9,ErpOfdmRate54Mbps,85.1825,3,20,3200,30,1
10,ErpOfdmRate54Mbps,95.3028,3,20,3200,30,1
11,ErpOfdmRate54Mbps,105.084,3,20,3200,30,1
12,ErpOfdmRate54Mbps,113.101,3,20,3200,30,1
13,ErpOfdmRate54Mbps,125.005,3,20,3200,30,1
0,ErpOfdmRate6Mbps,12.3942,3,40,3200,30,1
1,ErpOfdmRate12Mbps,25.3427,3,40,3200,30,1
2,ErpOfdmRate18Mbps,37.9689,3,40,3200,30,1
3,ErpOfdmRate24Mbps,51.1371,3,40,3200,30,1
4,ErpOfdmRate36Mbps,76.7604,3,40,3200,30,1
5,ErpOfdmRate48Mbps,101.151,3,40,3200,30,1
6,ErpOfdmRate54Mbps,113.101,3,40,3200,30,1
7,ErpOfdmRate54Mbps,125.005,3,40,3200,30,1
8,ErpOfdmRate54Mbps,148.092,3,40,3200,30,1
9,ErpOfdmRate54Mbps,162.702,3,40,3200,30,1
10,ErpOfdmRate54Mbps,181.621,3,40,3200,30,1
11,ErpOfdmRate54Mbps,198.641,3,40,3200,30,1
12,ErpOfdmRate54Mbps,212.893,3,40,3200,30,1
13,ErpOfdmRate54Mbps,234.785,3,40,3200,30,1
