Mean_Goodput(Mbps),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,SimulationTime(s)
274.07,1,5,160,5,20
698.814,5,5,160,5,20
677.656,10,5,160,5,20
1397.13,15,5,160,5,20
1527.77,20,5,160,5,20
1798.3,25,5,160,5,20
1445.2,30,5,160,5,20
2248.34,35,5,160,5,20
2191.06,40,5,160,5,20
2549.27,45,5,160,5,20
2775.56,50,5,160,5,20
3648.79,55,5,160,5,20
3473.69,60,5,160,5,20
4124.36,65,5,160,5,20
3360.14,70,5,160,5,20
3106.62,75,5,160,5,20
4387.74,80,5,160,5,20
4068.3,85,5,160,5,20
4368.33,90,5,160,5,20
4477.67,95,5,160,5,20
