Mean_Goodput(Mbps),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,SimulationTime(s)
273.933,1,6,160,5,20
590.04,5,6,160,5,20
689.167,10,6,160,5,20
1353.62,15,6,160,5,20
1112.17,20,6,160,5,20
1840.53,25,6,160,5,20
1472.85,30,6,160,5,20
2174.17,35,6,160,5,20
1937.41,40,6,160,5,20
2351.61,45,6,160,5,20
1833.42,50,6,160,5,20
3390.62,55,6,160,5,20
3240.07,60,6,160,5,20
2743.49,65,6,160,5,20
2605.06,70,6,160,5,20
2643.25,75,6,160,5,20
3991.83,80,6,160,5,20
4240.89,85,6,160,5,20
3076.41,90,6,160,5,20
4469.74,95,6,160,5,20
