Mean_Goodput(Mbps),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,SimulationTime(s)
274.058,1,5,160,10,20
638.795,5,5,160,10,20
660.22,10,5,160,10,20
727.11,15,5,160,10,20
1521.79,20,5,160,10,20
1689.5,25,5,160,10,20
1780.11,30,5,160,10,20
2274.09,35,5,160,10,20
2303.17,40,5,160,10,20
2464.2,45,5,160,10,20
3057.18,50,5,160,10,20
3981.9,55,5,160,10,20
3112.99,60,5,160,10,20
3483.97,65,5,160,10,20
2556.96,70,5,160,10,20
2862.21,75,5,160,10,20
4194.68,80,5,160,10,20
4115.93,85,5,160,10,20
4532.52,90,5,160,10,20
4210.44,95,5,160,10,20
4001.6,100,5,160,10,20
5399.14,105,5,160,10,20
4811.21,110,5,160,10,20
