Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
87.5714,1,2.4,40,37,20
109.978,2,2.4,40,37,20
149.177,3,2.4,40,37,20
176.281,4,2.4,40,37,20
150.695,5,2.4,40,37,20
138.684,6,2.4,40,37,20
219.534,7,2.4,40,37,20
439.402,8,2.4,40,37,20
240.996,9,2.4,40,37,20
201.838,10,2.4,40,37,20
293.608,11,2.4,40,37,20
331.648,12,2.4,40,37,20
445.621,13,2.4,40,37,20
304.754,14,2.4,40,37,20
254.687,15,2.4,40,37,20
301.978,16,2.4,40,37,20
323.611,17,2.4,40,37,20
292.656,18,2.4,40,37,20
461.201,19,2.4,40,37,20
324.176,20,2.4,40,37,20
548.113,21,2.4,40,37,20
502.299,22,2.4,40,37,20
453.678,23,2.4,40,37,20
590.465,24,2.4,40,37,20
432.466,25,2.4,40,37,20
591.986,26,2.4,40,37,20
413.833,27,2.4,40,37,20
646.035,28,2.4,40,37,20
621.255,29,2.4,40,37,20
546.688,30,2.4,40,37,20
596.296,31,2.4,40,37,20
614.954,32,2.4,40,37,20
862.569,33,2.4,40,37,20
826.212,34,2.4,40,37,20
707.717,35,2.4,40,37,20
626.054,36,2.4,40,37,20
566.478,37,2.4,40,37,20
830.427,38,2.4,40,37,20
612.968,39,2.4,40,37,20
743.623,40,2.4,40,37,20
874.435,41,2.4,40,37,20
750.664,42,2.4,40,37,20
879.981,43,2.4,40,37,20
735.092,44,2.4,40,37,20
1022.51,45,2.4,40,37,20
761.944,46,2.4,40,37,20
562.345,47,2.4,40,37,20
742.867,48,2.4,40,37,20
812.643,49,2.4,40,37,20
686.228,50,2.4,40,37,20
995.901,51,2.4,40,37,20
837.951,52,2.4,40,37,20
748.22,53,2.4,40,37,20
863.232,54,2.4,40,37,20
786.383,55,2.4,40,37,20
721.615,56,2.4,40,37,20
754.075,57,2.4,40,37,20
1066.33,58,2.4,40,37,20
876.369,59,2.4,40,37,20
902.286,60,2.4,40,37,20
44.7345,1,5,160,37,20
34.8884,2,5,160,37,20
89.3877,3,5,160,37,20
79.0847,4,5,160,37,20
51.383,5,5,160,37,20
95.6102,6,5,160,37,20
44.952,7,5,160,37,20
101.733,8,5,160,37,20
85.1874,9,5,160,37,20
49.3552,10,5,160,37,20
102.333,11,5,160,37,20
127.741,12,5,160,37,20
125.549,13,5,160,37,20
130.24,14,5,160,37,20
90.1328,15,5,160,37,20
157.772,16,5,160,37,20
119.222,17,5,160,37,20
128.842,18,5,160,37,20
235.368,19,5,160,37,20
117.239,20,5,160,37,20
272.9,21,5,160,37,20
206.94,22,5,160,37,20
193.337,23,5,160,37,20
195.526,24,5,160,37,20
164.649,25,5,160,37,20
160.35,26,5,160,37,20
159.413,27,5,160,37,20
199.084,28,5,160,37,20
294.174,29,5,160,37,20
226.293,30,5,160,37,20
176.1,31,5,160,37,20
228.838,32,5,160,37,20
309.399,33,5,160,37,20
324.952,34,5,160,37,20
295.074,35,5,160,37,20
280.062,36,5,160,37,20
289.041,37,5,160,37,20
341.401,38,5,160,37,20
345.589,39,5,160,37,20
289.617,40,5,160,37,20
260.417,41,5,160,37,20
381.835,42,5,160,37,20
363.909,43,5,160,37,20
310.733,44,5,160,37,20
401.379,45,5,160,37,20
342.285,46,5,160,37,20
300.915,47,5,160,37,20
333.676,48,5,160,37,20
305.745,49,5,160,37,20
295.408,50,5,160,37,20
456.956,51,5,160,37,20
470.414,52,5,160,37,20
284.978,53,5,160,37,20
403.037,54,5,160,37,20
379.924,55,5,160,37,20
382.033,56,5,160,37,20
390.735,57,5,160,37,20
494.656,58,5,160,37,20
365.537,59,5,160,37,20
499.428,60,5,160,37,20
44.3318,1,6,160,37,20
23.0726,2,6,160,37,20
55.4018,3,6,160,37,20
81.7208,4,6,160,37,20
49.3796,5,6,160,37,20
95.5969,6,6,160,37,20
38.1785,7,6,160,37,20
112.341,8,6,160,37,20
124.336,9,6,160,37,20
48.7103,10,6,160,37,20
71.3462,11,6,160,37,20
89.041,12,6,160,37,20
91.4352,13,6,160,37,20
98.8141,14,6,160,37,20
71.6962,15,6,160,37,20
115.043,16,6,160,37,20
110.681,17,6,160,37,20
83.5116,18,6,160,37,20
173.507,19,6,160,37,20
100.772,20,6,160,37,20
194.539,21,6,160,37,20
137.322,22,6,160,37,20
149.132,23,6,160,37,20
147.668,24,6,160,37,20
117.085,25,6,160,37,20
116.01,26,6,160,37,20
141.108,27,6,160,37,20
151.533,28,6,160,37,20
216.249,29,6,160,37,20
172.962,30,6,160,37,20
168.715,31,6,160,37,20
170.251,32,6,160,37,20
325.241,33,6,160,37,20
220.918,34,6,160,37,20
274.424,35,6,160,37,20
224.929,36,6,160,37,20
215.56,37,6,160,37,20
281.145,38,6,160,37,20
324.035,39,6,160,37,20
