Mean_Goodput(Mbps),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,SimulationTime(s)
3076.41,90,6,160,5,20
4469.74,95,6,160,5,20
3899.5,100,6,160,5,20
4816.06,105,6,160,5,20
4690.14,110,6,160,5,20
5655.86,115,6,160,5,20
4216.27,120,6,160,5,20
5370.48,125,6,160,5,20
