Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
1149.37,60,2.4,40,46,20
886.486,65,2.4,40,46,20
1016.35,70,2.4,40,46,20
1523.27,75,2.4,40,46,20
1632.53,80,2.4,40,46,20
1692.53,85,2.4,40,46,20
1493.96,90,2.4,40,46,20
1966.03,95,2.4,40,46,20
1951.59,100,2.4,40,46,20
2045.82,105,2.4,40,46,20
1921.2,110,2.4,40,46,20
1746.79,115,2.4,40,46,20
2318.2,120,2.4,40,46,20
2097.73,125,2.4,40,46,20
1932.54,130,2.4,40,46,20
3190.65,135,2.4,40,46,20
2303.85,140,2.4,40,46,20
44.7386,1,5,160,46,20
294.708,40,5,160,46,20
387.063,45,5,160,46,20
340.672,50,5,160,46,20
343.83,55,5,160,46,20
409.483,60,5,160,46,20
426.42,65,5,160,46,20
528.176,70,5,160,46,20
539.184,75,5,160,46,20
651.296,80,5,160,46,20
616.77,85,5,160,46,20
553.09,90,5,160,46,20
696.246,95,5,160,46,20
690.597,100,5,160,46,20
816.379,105,5,160,46,20
800.935,110,5,160,46,20
