Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
1443.77,60,2.4,40,48,20
1156.87,65,2.4,40,48,20
1072.04,70,2.4,40,48,20
1374.2,75,2.4,40,48,20
1527.5,80,2.4,40,48,20
1421.13,85,2.4,40,48,20
1260.96,90,2.4,40,48,20
1739.43,95,2.4,40,48,20
1879.47,100,2.4,40,48,20
2050.73,105,2.4,40,48,20
1593.2,110,2.4,40,48,20
1585.92,115,2.4,40,48,20
2101.38,120,2.4,40,48,20
2253.16,125,2.4,40,48,20
1593.67,130,2.4,40,48,20
1789.95,135,2.4,40,48,20
2126.15,140,2.4,40,48,20
44.7523,1,5,160,48,20
402.639,40,5,160,48,20
350.181,45,5,160,48,20
360.106,50,5,160,48,20
361.43,55,5,160,48,20
493.51,60,5,160,48,20
378.777,65,5,160,48,20
508.839,70,5,160,48,20
574.897,75,5,160,48,20
607.541,80,5,160,48,20
515.896,85,5,160,48,20
510.942,90,5,160,48,20
852.985,95,5,160,48,20
711.859,100,5,160,48,20
679.739,105,5,160,48,20
1046,110,5,160,48,20
