Mean_Goodput(Mbps),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,SimulationTime(s)
164.412,1,2.4,40,10,20
714.559,5,2.4,40,10,20
557.854,10,2.4,40,10,20
1168.45,15,2.4,40,10,20
1536.58,20,2.4,40,10,20
1859.17,25,2.4,40,10,20
1698.18,30,2.4,40,10,20
1963.52,35,2.4,40,10,20
2604.61,40,2.4,40,10,20
2109.72,45,2.4,40,10,20
3138.29,50,2.4,40,10,20
4201.02,55,2.4,40,10,20
3446.75,60,2.4,40,10,20
4219.94,65,2.4,40,10,20
3528.98,70,2.4,40,10,20
3702.14,75,2.4,40,10,20
4165.28,80,2.4,40,10,20
5343.64,85,2.4,40,10,20
4305.69,90,2.4,40,10,20
5082.07,95,2.4,40,10,20
4538.73,100,2.4,40,10,20
5778.25,105,2.4,40,10,20
4816.1,110,2.4,40,10,20
6153.45,115,2.4,40,10,20
4908.98,120,2.4,40,10,20
5681.97,125,2.4,40,10,20
5098.16,130,2.4,40,10,20
7523.63,135,2.4,40,10,20
8195.77,140,2.4,40,10,20
8774.64,145,2.4,40,10,20
9503.61,150,2.4,40,10,20
