Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
1069.05,60,2.4,40,45,20
1121.98,65,2.4,40,45,20
1181.23,70,2.4,40,45,20
1980.42,75,2.4,40,45,20
1451.07,80,2.4,40,45,20
1634.07,85,2.4,40,45,20
1366.5,90,2.4,40,45,20
2166.03,95,2.4,40,45,20
2173.87,100,2.4,40,45,20
2438.8,105,2.4,40,45,20
2148.6,110,2.4,40,45,20
1588.73,115,2.4,40,45,20
2458.96,120,2.4,40,45,20
2314.03,125,2.4,40,45,20
1828.45,130,2.4,40,45,20
1753.56,135,2.4,40,45,20
2497.52,140,2.4,40,45,20
89.0802,1,5,160,45,20
253.738,40,5,160,45,20
346.366,45,5,160,45,20
370.925,50,5,160,45,20
313.155,55,5,160,45,20
416.901,60,5,160,45,20
497.296,65,5,160,45,20
578.247,70,5,160,45,20
539.9,75,5,160,45,20
722.944,80,5,160,45,20
663.276,85,5,160,45,20
659.044,90,5,160,45,20
750.005,95,5,160,45,20
799.033,100,5,160,45,20
758.009,105,5,160,45,20
755.699,110,5,160,45,20
