Mean_Goodput(Mbps),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,SimulationTime(s)
418.801,1,5,160,6,20
691.556,5,5,160,6,20
673.001,10,5,160,6,20
1191.88,15,5,160,6,20
1539.6,20,5,160,6,20
1882.37,25,5,160,6,20
1648.71,30,5,160,6,20
2092.7,35,5,160,6,20
2442.7,40,5,160,6,20
2002.98,45,5,160,6,20
2950.2,50,5,160,6,20
2930.29,55,5,160,6,20
3598.8,60,5,160,6,20
3403.57,65,5,160,6,20
3121.68,70,5,160,6,20
3105.68,75,5,160,6,20
3969.43,80,5,160,6,20
4673.19,85,5,160,6,20
3622.4,90,5,160,6,20
4713.28,95,5,160,6,20
4215.84,100,5,160,6,20
5012.67,105,5,160,6,20
5011.3,110,5,160,6,20
5896.09,115,5,160,6,20
4538.69,120,5,160,6,20
6197.8,125,5,160,6,20
