Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
1017.04,60,2.4,40,47,20
965.88,65,2.4,40,47,20
1116.89,70,2.4,40,47,20
1558.72,75,2.4,40,47,20
1442.73,80,2.4,40,47,20
1566.42,85,2.4,40,47,20
1374.71,90,2.4,40,47,20
1745.68,95,2.4,40,47,20
1545.74,100,2.4,40,47,20
1930.89,105,2.4,40,47,20
1913.44,110,2.4,40,47,20
1910.27,115,2.4,40,47,20
2221.57,120,2.4,40,47,20
1787.07,125,2.4,40,47,20
1818.19,130,2.4,40,47,20
1726.87,135,2.4,40,47,20
2738.7,140,2.4,40,47,20
44.7287,1,5,160,47,20
226.53,40,5,160,47,20
388.951,45,5,160,47,20
323.771,50,5,160,47,20
447.193,55,5,160,47,20
478.422,60,5,160,47,20
495.251,65,5,160,47,20
462.089,70,5,160,47,20
503.588,75,5,160,47,20
644.805,80,5,160,47,20
716.672,85,5,160,47,20
578.327,90,5,160,47,20
802.127,95,5,160,47,20
688.202,100,5,160,47,20
714.574,105,5,160,47,20
919.241,110,5,160,47,20
