Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
1154.15,60,2.4,40,41,20
843.088,65,2.4,40,41,20
1439.16,70,2.4,40,41,20
1658.44,75,2.4,40,41,20
1521.84,80,2.4,40,41,20
1783.27,85,2.4,40,41,20
1144.73,90,2.4,40,41,20
1993.82,95,2.4,40,41,20
1771.15,100,2.4,40,41,20
2620.61,105,2.4,40,41,20
1751.03,110,2.4,40,41,20
2105.02,115,2.4,40,41,20
2187.54,120,2.4,40,41,20
2217.01,125,2.4,40,41,20
1742.51,130,2.4,40,41,20
1712.03,135,2.4,40,41,20
3509.05,140,2.4,40,41,20
89.0271,1,5,160,41,20
280.044,40,5,160,41,20
344.626,45,5,160,41,20
342.776,50,5,160,41,20
389.85,55,5,160,41,20
427.832,60,5,160,41,20
362.874,65,5,160,41,20
490.304,70,5,160,41,20
529.967,75,5,160,41,20
557.636,80,5,160,41,20
531.533,85,5,160,41,20
612.239,90,5,160,41,20
860.927,95,5,160,41,20
735.562,100,5,160,41,20
769.642,105,5,160,41,20
782.495,110,5,160,41,20
924.087,115,5,160,41,20
824.038,120,5,160,41,20
907.596,125,5,160,41,20
767.329,130,5,160,41,20
954.767,135,5,160,41,20
