Mean_Goodput(Mbps),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,SimulationTime(s)
164.371,1,2.4,40,1,20
699.1,5,2.4,40,1,20
555.355,10,2.4,40,1,20
1237.78,15,2.4,40,1,20
1504.2,20,2.4,40,1,20
1945.27,25,2.4,40,1,20
1858.08,30,2.4,40,1,20
2095.71,35,2.4,40,1,20
2349.01,40,2.4,40,1,20
2256.94,45,2.4,40,1,20
3056.81,50,2.4,40,1,20
4076.36,55,2.4,40,1,20
3481.29,60,2.4,40,1,20
3771.64,65,2.4,40,1,20
3593.11,70,2.4,40,1,20
3609.91,75,2.4,40,1,20
3980.24,80,2.4,40,1,20
5510.45,85,2.4,40,1,20
4242.32,90,2.4,40,1,20
5289.8,95,2.4,40,1,20
4156.09,100,2.4,40,1,20
5194.96,105,2.4,40,1,20
4830.66,110,2.4,40,1,20
6465.93,115,2.4,40,1,20
4928.85,120,2.4,40,1,20
5981.42,125,2.4,40,1,20
5210.58,130,2.4,40,1,20
7747.64,135,2.4,40,1,20
8213.67,140,2.4,40,1,20
9608.6,145,2.4,40,1,20
10182.5,150,2.4,40,1,20
