Mean_Goodput(Mbps),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,SimulationTime(s)
164.312,1,2.4,40,3,20
705.713,5,2.4,40,3,20
554.07,10,2.4,40,3,20
1195.05,15,2.4,40,3,20
1507.53,20,2.4,40,3,20
1870.21,25,2.4,40,3,20
1839.41,30,2.4,40,3,20
2250.93,35,2.4,40,3,20
2647.81,40,2.4,40,3,20
2489.39,45,2.4,40,3,20
2882.7,50,2.4,40,3,20
3597.07,55,2.4,40,3,20
3354.51,60,2.4,40,3,20
3668.3,65,2.4,40,3,20
3662.64,70,2.4,40,3,20
3474.52,75,2.4,40,3,20
3947.71,80,2.4,40,3,20
5529.32,85,2.4,40,3,20
4338,90,2.4,40,3,20
4993.91,95,2.4,40,3,20
4058.25,100,2.4,40,3,20
5004.39,105,2.4,40,3,20
4748.87,110,2.4,40,3,20
6173.27,115,2.4,40,3,20
5247.31,120,2.4,40,3,20
6155.69,125,2.4,40,3,20
5110.93,130,2.4,40,3,20
7252.36,135,2.4,40,3,20
7894.65,140,2.4,40,3,20
8544.19,145,2.4,40,3,20
8779,150,2.4,40,3,20
