QueueDropPackets,PacketsInQueue,PacketsDropPhyRx,PacketsDropPhyRxInterferences,Time(s),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,TotalSimulationTime(s)
0,0,0,0,0,150,2.4,40,5,60
0,0,132025,28852,1,150,2.4,40,5,60
194511,48,322777,85922,2,150,2.4,40,5,60
400559,33,506314,137804,3,150,2.4,40,5,60
604102,37,621632,173595,4,150,2.4,40,5,60
807803,56,787539,226387,5,150,2.4,40,5,60
1011314,27,939396,277554,6,150,2.4,40,5,60
1214276,59,1066184,319912,7,150,2.4,40,5,60
1417687,39,1155067,353766,8,150,2.4,40,5,60
1621367,31,1258278,393317,9,150,2.4,40,5,60
1824896,19,1377218,437882,10,150,2.4,40,5,60
2028246,44,1489672,482281,11,150,2.4,40,5,60
2231280,56,1561609,511322,12,150,2.4,40,5,60
2434922,2,1665987,552023,13,150,2.4,40,5,60
2638713,34,1786979,598428,14,150,2.4,40,5,60
2841857,56,1847674,624456,15,150,2.4,40,5,60
3045253,37,1918255,655031,16,150,2.4,40,5,60
3248328,56,1986889,687187,17,150,2.4,40,5,60
3452288,49,2035079,712235,18,150,2.4,40,5,60
3655595,56,2078698,735058,19,150,2.4,40,5,60
3858859,34,2081665,736563,20,150,2.4,40,5,60
4061302,41,2081665,736563,21,150,2.4,40,5,60
4263540,44,2081665,736563,22,150,2.4,40,5,60
4465913,56,2081665,736563,23,150,2.4,40,5,60
4668368,27,2081665,736563,24,150,2.4,40,5,60
4871176,2,2081665,736563,25,150,2.4,40,5,60
5073358,56,2081665,736563,26,150,2.4,40,5,60
5276226,46,2081665,736563,27,150,2.4,40,5,60
5478477,2,2081665,736563,28,150,2.4,40,5,60
5681154,39,2081665,736563,29,150,2.4,40,5,60
5883594,39,2081665,736563,30,150,2.4,40,5,60
6086191,46,2081665,736563,31,150,2.4,40,5,60
6288684,56,2081665,736563,32,150,2.4,40,5,60
6491148,56,2081665,736563,33,150,2.4,40,5,60
6692792,41,2081665,736563,34,150,2.4,40,5,60
6892767,56,2081665,736563,35,150,2.4,40,5,60
7091978,8,2081665,736563,36,150,2.4,40,5,60
7291149,24,2081665,736563,37,150,2.4,40,5,60
7489536,55,2081665,736563,38,150,2.4,40,5,60
7687139,56,2081665,736563,39,150,2.4,40,5,60
7884467,55,2081665,736563,40,150,2.4,40,5,60
8081620,56,2081665,736563,41,150,2.4,40,5,60
8278755,56,2081665,736563,42,150,2.4,40,5,60
8475873,38,2081665,736563,43,150,2.4,40,5,60
8672803,59,2081665,736563,44,150,2.4,40,5,60
8869825,33,2081665,736563,45,150,2.4,40,5,60
9066801,40,2081665,736563,46,150,2.4,40,5,60
9263801,41,2081665,736563,47,150,2.4,40,5,60
9460682,56,2081665,736563,48,150,2.4,40,5,60
9657726,56,2081665,736563,49,150,2.4,40,5,60
9854692,26,2081665,736563,50,150,2.4,40,5,60
10051769,56,2081665,736563,51,150,2.4,40,5,60
10248713,56,2081665,736563,52,150,2.4,40,5,60
10445681,56,2081665,736563,53,150,2.4,40,5,60
10642665,2,2081665,736563,54,150,2.4,40,5,60
10839454,2,2081665,736563,55,150,2.4,40,5,60
11036403,56,2081665,736563,56,150,2.4,40,5,60
11233166,10,2081665,736563,57,150,2.4,40,5,60
11429878,2,2081665,736563,58,150,2.4,40,5,60
11626134,2,2081665,736563,59,150,2.4,40,5,60
11821400,56,2081665,736563,60,150,2.4,40,5,60
