QueueDropPackets,PacketsInQueue,PacketsDropPhyRx,PacketsDropPhyRxInterferences,Time(s),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,TotalSimulationTime(s)
0,0,0,0,0,150,6,160,3,60
0,0,78024,26818,1,150,6,160,3,60
863705,30,524462,417076,2,150,6,160,3,60
1739278,56,888325,735521,3,150,6,160,3,60
2615107,40,1198789,1024474,4,150,6,160,3,60
3491208,56,1484639,1293226,5,150,6,160,3,60
4366946,48,1755593,1560129,6,150,6,160,3,60
5242649,32,2020052,1824588,7,150,6,160,3,60
6118002,56,2302821,2107357,8,150,6,160,3,60
6992145,45,2778919,2583455,9,150,6,160,3,60
7865553,46,3376156,3180692,10,150,6,160,3,60
8738252,46,3988614,3793150,11,150,6,160,3,60
9611346,37,4600617,4405153,12,150,6,160,3,60
10485069,32,5205180,5009716,13,150,6,160,3,60
11358325,56,5820426,5624962,14,150,6,160,3,60
12231414,33,6439731,6244267,15,150,6,160,3,60
13103959,40,7054017,6858553,16,150,6,160,3,60
13977430,36,7531493,7336029,17,150,6,160,3,60
14850116,56,7971600,7776136,18,150,6,160,3,60
15720892,35,8531897,8336433,19,150,6,160,3,60
16590903,53,9140744,8945280,20,150,6,160,3,60
17459762,7,9826088,9630624,21,150,6,160,3,60
18327974,56,10549993,10354529,22,150,6,160,3,60
19196528,56,11256546,11061082,23,150,6,160,3,60
20064867,47,11972943,11777479,24,150,6,160,3,60
20932783,56,12717899,12522435,25,150,6,160,3,60
21800665,56,13470378,13274914,26,150,6,160,3,60
22668601,55,14216158,14020694,27,150,6,160,3,60
23536391,19,14971356,14775892,28,150,6,160,3,60
24404038,56,15738198,15542734,29,150,6,160,3,60
25272004,46,16479516,16284052,30,150,6,160,3,60
26139841,2,17243805,17048341,31,150,6,160,3,60
27007557,45,17996623,17801159,32,150,6,160,3,60
27875193,47,18760078,18564614,33,150,6,160,3,60
28743177,11,19498604,19303140,34,150,6,160,3,60
29610555,9,20283051,20087587,35,150,6,160,3,60
30478181,48,21045772,20850308,36,150,6,160,3,60
31345632,52,21816523,21621059,37,150,6,160,3,60
32212999,56,22601248,22405784,38,150,6,160,3,60
33080692,34,23365302,23169838,39,150,6,160,3,60
33948372,46,24120940,23925476,40,150,6,160,3,60
34816432,56,24855697,24660233,41,150,6,160,3,60
35683593,56,25643380,25447916,42,150,6,160,3,60
36550975,55,26442198,26246734,43,150,6,160,3,60
37418468,56,27235448,27039984,44,150,6,160,3,60
38285594,47,28048675,27853211,45,150,6,160,3,60
39153025,47,28854011,28658547,46,150,6,160,3,60
40020128,56,29662951,29467487,47,150,6,160,3,60
40887504,14,30472573,30277109,48,150,6,160,3,60
41754299,56,31307996,31112532,49,150,6,160,3,60
42621482,54,32121307,31925843,50,150,6,160,3,60
43488799,54,32932569,32737105,51,150,6,160,3,60
44355742,56,33761136,33565672,52,150,6,160,3,60
45222590,56,34596988,34401524,53,150,6,160,3,60
46089383,51,35432621,35237157,54,150,6,160,3,60
46956414,56,36250483,36055019,55,150,6,160,3,60
47823472,56,37074043,36878579,56,150,6,160,3,60
48690528,6,37892783,37697319,57,150,6,160,3,60
49557655,7,38715721,38520257,58,150,6,160,3,60
50424770,44,39526642,39331178,59,150,6,160,3,60
51292066,46,40331065,40135601,60,150,6,160,3,60
