PacketsInQueue,Time(ms),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,TotalSimulationTime(s)
0,1,150,6,160,8,1.5
0,1.001,150,6,160,8,1.5
0,1.002,150,6,160,8,1.5
0,1.003,150,6,160,8,1.5
0,1.004,150,6,160,8,1.5
0,1.005,150,6,160,8,1.5
0,1.006,150,6,160,8,1.5
0,1.007,150,6,160,8,1.5
0,1.008,150,6,160,8,1.5
98,1.009,150,6,160,8,1.5
98,1.01,150,6,160,8,1.5
93,1.011,150,6,160,8,1.5
90,1.012,150,6,160,8,1.5
85,1.013,150,6,160,8,1.5
81,1.014,150,6,160,8,1.5
78,1.015,150,6,160,8,1.5
75,1.016,150,6,160,8,1.5
73,1.017,150,6,160,8,1.5
68,1.018,150,6,160,8,1.5
63,1.019,150,6,160,8,1.5
60,1.02,150,6,160,8,1.5
55,1.021,150,6,160,8,1.5
51,1.022,150,6,160,8,1.5
46,1.023,150,6,160,8,1.5
43,1.024,150,6,160,8,1.5
41,1.025,150,6,160,8,1.5
40,1.026,150,6,160,8,1.5
40,1.027,150,6,160,8,1.5
40,1.028,150,6,160,8,1.5
40,1.029,150,6,160,8,1.5
40,1.03,150,6,160,8,1.5
0,1.031,150,6,160,8,1.5
56,1.032,150,6,160,8,1.5
56,1.033,150,6,160,8,1.5
56,1.034,150,6,160,8,1.5
56,1.035,150,6,160,8,1.5
55,1.036,150,6,160,8,1.5
50,1.037,150,6,160,8,1.5
46,1.038,150,6,160,8,1.5
44,1.039,150,6,160,8,1.5
44,1.04,150,6,160,8,1.5
44,1.041,150,6,160,8,1.5
44,1.042,150,6,160,8,1.5
44,1.043,150,6,160,8,1.5
44,1.044,150,6,160,8,1.5
55,1.045,150,6,160,8,1.5
55,1.046,150,6,160,8,1.5
55,1.047,150,6,160,8,1.5
55,1.048,150,6,160,8,1.5
55,1.049,150,6,160,8,1.5
15,1.05,150,6,160,8,1.5
44,1.051,150,6,160,8,1.5
44,1.052,150,6,160,8,1.5
44,1.053,150,6,160,8,1.5
44,1.054,150,6,160,8,1.5
44,1.055,150,6,160,8,1.5
54,1.056,150,6,160,8,1.5
54,1.057,150,6,160,8,1.5
54,1.058,150,6,160,8,1.5
54,1.059,150,6,160,8,1.5
54,1.06,150,6,160,8,1.5
54,1.061,150,6,160,8,1.5
14,1.062,150,6,160,8,1.5
45,1.063,150,6,160,8,1.5
45,1.064,150,6,160,8,1.5
45,1.065,150,6,160,8,1.5
2,1.066,150,6,160,8,1.5
54,1.067,150,6,160,8,1.5
50,1.068,150,6,160,8,1.5
47,1.069,150,6,160,8,1.5
43,1.07,150,6,160,8,1.5
41,1.071,150,6,160,8,1.5
41,1.072,150,6,160,8,1.5
41,1.073,150,6,160,8,1.5
41,1.074,150,6,160,8,1.5
15,1.075,150,6,160,8,1.5
56,1.076,150,6,160,8,1.5
56,1.077,150,6,160,8,1.5
56,1.078,150,6,160,8,1.5
56,1.079,150,6,160,8,1.5
56,1.08,150,6,160,8,1.5
56,1.081,150,6,160,8,1.5
56,1.082,150,6,160,8,1.5
56,1.083,150,6,160,8,1.5
56,1.084,150,6,160,8,1.5
46,1.085,150,6,160,8,1.5
46,1.086,150,6,160,8,1.5
46,1.087,150,6,160,8,1.5
46,1.088,150,6,160,8,1.5
46,1.089,150,6,160,8,1.5
46,1.09,150,6,160,8,1.5
46,1.091,150,6,160,8,1.5
46,1.092,150,6,160,8,1.5
46,1.093,150,6,160,8,1.5
46,1.094,150,6,160,8,1.5
46,1.095,150,6,160,8,1.5
46,1.096,150,6,160,8,1.5
37,1.097,150,6,160,8,1.5
37,1.098,150,6,160,8,1.5
37,1.099,150,6,160,8,1.5
37,1.1,150,6,160,8,1.5
37,1.101,150,6,160,8,1.5
37,1.102,150,6,160,8,1.5
32,1.103,150,6,160,8,1.5
30,1.104,150,6,160,8,1.5
30,1.105,150,6,160,8,1.5
31,1.106,150,6,160,8,1.5
30,1.107,150,6,160,8,1.5
31,1.108,150,6,160,8,1.5
31,1.109,150,6,160,8,1.5
31,1.11,150,6,160,8,1.5
31,1.111,150,6,160,8,1.5
31,1.112,150,6,160,8,1.5
62,1.113,150,6,160,8,1.5
62,1.114,150,6,160,8,1.5
62,1.115,150,6,160,8,1.5
62,1.116,150,6,160,8,1.5
62,1.117,150,6,160,8,1.5
51,1.118,150,6,160,8,1.5
49,1.119,150,6,160,8,1.5
49,1.12,150,6,160,8,1.5
49,1.121,150,6,160,8,1.5
49,1.122,150,6,160,8,1.5
49,1.123,150,6,160,8,1.5
49,1.124,150,6,160,8,1.5
49,1.125,150,6,160,8,1.5
49,1.126,150,6,160,8,1.5
49,1.127,150,6,160,8,1.5
49,1.128,150,6,160,8,1.5
49,1.129,150,6,160,8,1.5
49,1.13,150,6,160,8,1.5
49,1.131,150,6,160,8,1.5
49,1.132,150,6,160,8,1.5
49,1.133,150,6,160,8,1.5
49,1.134,150,6,160,8,1.5
49,1.135,150,6,160,8,1.5
49,1.136,150,6,160,8,1.5
49,1.137,150,6,160,8,1.5
49,1.138,150,6,160,8,1.5
49,1.139,150,6,160,8,1.5
49,1.14,150,6,160,8,1.5
49,1.141,150,6,160,8,1.5
49,1.142,150,6,160,8,1.5
49,1.143,150,6,160,8,1.5
49,1.144,150,6,160,8,1.5
49,1.145,150,6,160,8,1.5
49,1.146,150,6,160,8,1.5
49,1.147,150,6,160,8,1.5
49,1.148,150,6,160,8,1.5
49,1.149,150,6,160,8,1.5
49,1.15,150,6,160,8,1.5
49,1.151,150,6,160,8,1.5
49,1.152,150,6,160,8,1.5
49,1.153,150,6,160,8,1.5
49,1.154,150,6,160,8,1.5
49,1.155,150,6,160,8,1.5
49,1.156,150,6,160,8,1.5
49,1.157,150,6,160,8,1.5
49,1.158,150,6,160,8,1.5
49,1.159,150,6,160,8,1.5
49,1.16,150,6,160,8,1.5
49,1.161,150,6,160,8,1.5
49,1.162,150,6,160,8,1.5
49,1.163,150,6,160,8,1.5
49,1.164,150,6,160,8,1.5
49,1.165,150,6,160,8,1.5
49,1.166,150,6,160,8,1.5
49,1.167,150,6,160,8,1.5
49,1.168,150,6,160,8,1.5
49,1.169,150,6,160,8,1.5
49,1.17,150,6,160,8,1.5
49,1.171,150,6,160,8,1.5
49,1.172,150,6,160,8,1.5
49,1.173,150,6,160,8,1.5
49,1.174,150,6,160,8,1.5
49,1.175,150,6,160,8,1.5
49,1.176,150,6,160,8,1.5
49,1.177,150,6,160,8,1.5
49,1.178,150,6,160,8,1.5
49,1.179,150,6,160,8,1.5
49,1.18,150,6,160,8,1.5
49,1.181,150,6,160,8,1.5
49,1.182,150,6,160,8,1.5
49,1.183,150,6,160,8,1.5
49,1.184,150,6,160,8,1.5
49,1.185,150,6,160,8,1.5
49,1.186,150,6,160,8,1.5
49,1.187,150,6,160,8,1.5
49,1.188,150,6,160,8,1.5
49,1.189,150,6,160,8,1.5
49,1.19,150,6,160,8,1.5
49,1.191,150,6,160,8,1.5
49,1.192,150,6,160,8,1.5
49,1.193,150,6,160,8,1.5
49,1.194,150,6,160,8,1.5
49,1.195,150,6,160,8,1.5
49,1.196,150,6,160,8,1.5
49,1.197,150,6,160,8,1.5
49,1.198,150,6,160,8,1.5
49,1.199,150,6,160,8,1.5
49,1.2,150,6,160,8,1.5
49,1.201,150,6,160,8,1.5
49,1.202,150,6,160,8,1.5
49,1.203,150,6,160,8,1.5
49,1.204,150,6,160,8,1.5
49,1.205,150,6,160,8,1.5
49,1.206,150,6,160,8,1.5
49,1.207,150,6,160,8,1.5
49,1.208,150,6,160,8,1.5
49,1.209,150,6,160,8,1.5
49,1.21,150,6,160,8,1.5
49,1.211,150,6,160,8,1.5
45,1.212,150,6,160,8,1.5
45,1.213,150,6,160,8,1.5
45,1.214,150,6,160,8,1.5
45,1.215,150,6,160,8,1.5
45,1.216,150,6,160,8,1.5
45,1.217,150,6,160,8,1.5
35,1.218,150,6,160,8,1.5
35,1.219,150,6,160,8,1.5
35,1.22,150,6,160,8,1.5
35,1.221,150,6,160,8,1.5
35,1.222,150,6,160,8,1.5
35,1.223,150,6,160,8,1.5
35,1.224,150,6,160,8,1.5
35,1.225,150,6,160,8,1.5
35,1.226,150,6,160,8,1.5
35,1.227,150,6,160,8,1.5
35,1.228,150,6,160,8,1.5
35,1.229,150,6,160,8,1.5
35,1.23,150,6,160,8,1.5
35,1.231,150,6,160,8,1.5
35,1.232,150,6,160,8,1.5
35,1.233,150,6,160,8,1.5
35,1.234,150,6,160,8,1.5
35,1.235,150,6,160,8,1.5
35,1.236,150,6,160,8,1.5
35,1.237,150,6,160,8,1.5
35,1.238,150,6,160,8,1.5
35,1.239,150,6,160,8,1.5
35,1.24,150,6,160,8,1.5
35,1.241,150,6,160,8,1.5
35,1.242,150,6,160,8,1.5
35,1.243,150,6,160,8,1.5
35,1.244,150,6,160,8,1.5
35,1.245,150,6,160,8,1.5
35,1.246,150,6,160,8,1.5
35,1.247,150,6,160,8,1.5
35,1.248,150,6,160,8,1.5
35,1.249,150,6,160,8,1.5
35,1.25,150,6,160,8,1.5
35,1.251,150,6,160,8,1.5
35,1.252,150,6,160,8,1.5
35,1.253,150,6,160,8,1.5
35,1.254,150,6,160,8,1.5
35,1.255,150,6,160,8,1.5
35,1.256,150,6,160,8,1.5
35,1.257,150,6,160,8,1.5
35,1.258,150,6,160,8,1.5
35,1.259,150,6,160,8,1.5
35,1.26,150,6,160,8,1.5
35,1.261,150,6,160,8,1.5
35,1.262,150,6,160,8,1.5
35,1.263,150,6,160,8,1.5
35,1.264,150,6,160,8,1.5
35,1.265,150,6,160,8,1.5
35,1.266,150,6,160,8,1.5
35,1.267,150,6,160,8,1.5
35,1.268,150,6,160,8,1.5
35,1.269,150,6,160,8,1.5
35,1.27,150,6,160,8,1.5
35,1.271,150,6,160,8,1.5
35,1.272,150,6,160,8,1.5
35,1.273,150,6,160,8,1.5
35,1.274,150,6,160,8,1.5
35,1.275,150,6,160,8,1.5
35,1.276,150,6,160,8,1.5
35,1.277,150,6,160,8,1.5
35,1.278,150,6,160,8,1.5
35,1.279,150,6,160,8,1.5
35,1.28,150,6,160,8,1.5
35,1.281,150,6,160,8,1.5
