PacketsInQueue,Time(ms),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,TotalSimulationTime(s)
0,1,150,5,160,10,1.5
0,1.001,150,5,160,10,1.5
0,1.002,150,5,160,10,1.5
0,1.003,150,5,160,10,1.5
76,1.004,150,5,160,10,1.5
98,1.005,150,5,160,10,1.5
94,1.006,150,5,160,10,1.5
90,1.007,150,5,160,10,1.5
85,1.008,150,5,160,10,1.5
81,1.009,150,5,160,10,1.5
79,1.01,150,5,160,10,1.5
79,1.011,150,5,160,10,1.5
79,1.012,150,5,160,10,1.5
79,1.013,150,5,160,10,1.5
79,1.014,150,5,160,10,1.5
79,1.015,150,5,160,10,1.5
79,1.016,150,5,160,10,1.5
79,1.017,150,5,160,10,1.5
79,1.018,150,5,160,10,1.5
79,1.019,150,5,160,10,1.5
75,1.02,150,5,160,10,1.5
75,1.021,150,5,160,10,1.5
75,1.022,150,5,160,10,1.5
75,1.023,150,5,160,10,1.5
75,1.024,150,5,160,10,1.5
75,1.025,150,5,160,10,1.5
75,1.026,150,5,160,10,1.5
75,1.027,150,5,160,10,1.5
71,1.028,150,5,160,10,1.5
71,1.029,150,5,160,10,1.5
71,1.03,150,5,160,10,1.5
71,1.031,150,5,160,10,1.5
71,1.032,150,5,160,10,1.5
71,1.033,150,5,160,10,1.5
71,1.034,150,5,160,10,1.5
71,1.035,150,5,160,10,1.5
71,1.036,150,5,160,10,1.5
71,1.037,150,5,160,10,1.5
71,1.038,150,5,160,10,1.5
71,1.039,150,5,160,10,1.5
71,1.04,150,5,160,10,1.5
71,1.041,150,5,160,10,1.5
71,1.042,150,5,160,10,1.5
71,1.043,150,5,160,10,1.5
71,1.044,150,5,160,10,1.5
71,1.045,150,5,160,10,1.5
71,1.046,150,5,160,10,1.5
71,1.047,150,5,160,10,1.5
71,1.048,150,5,160,10,1.5
71,1.049,150,5,160,10,1.5
67,1.05,150,5,160,10,1.5
67,1.051,150,5,160,10,1.5
67,1.052,150,5,160,10,1.5
67,1.053,150,5,160,10,1.5
67,1.054,150,5,160,10,1.5
67,1.055,150,5,160,10,1.5
67,1.056,150,5,160,10,1.5
67,1.057,150,5,160,10,1.5
67,1.058,150,5,160,10,1.5
67,1.059,150,5,160,10,1.5
67,1.06,150,5,160,10,1.5
67,1.061,150,5,160,10,1.5
67,1.062,150,5,160,10,1.5
67,1.063,150,5,160,10,1.5
67,1.064,150,5,160,10,1.5
67,1.065,150,5,160,10,1.5
67,1.066,150,5,160,10,1.5
67,1.067,150,5,160,10,1.5
67,1.068,150,5,160,10,1.5
67,1.069,150,5,160,10,1.5
67,1.07,150,5,160,10,1.5
63,1.071,150,5,160,10,1.5
63,1.072,150,5,160,10,1.5
63,1.073,150,5,160,10,1.5
63,1.074,150,5,160,10,1.5
63,1.075,150,5,160,10,1.5
63,1.076,150,5,160,10,1.5
63,1.077,150,5,160,10,1.5
63,1.078,150,5,160,10,1.5
63,1.079,150,5,160,10,1.5
63,1.08,150,5,160,10,1.5
63,1.081,150,5,160,10,1.5
63,1.082,150,5,160,10,1.5
63,1.083,150,5,160,10,1.5
63,1.084,150,5,160,10,1.5
63,1.085,150,5,160,10,1.5
63,1.086,150,5,160,10,1.5
63,1.087,150,5,160,10,1.5
63,1.088,150,5,160,10,1.5
63,1.089,150,5,160,10,1.5
63,1.09,150,5,160,10,1.5
63,1.091,150,5,160,10,1.5
63,1.092,150,5,160,10,1.5
63,1.093,150,5,160,10,1.5
63,1.094,150,5,160,10,1.5
63,1.095,150,5,160,10,1.5
63,1.096,150,5,160,10,1.5
63,1.097,150,5,160,10,1.5
63,1.098,150,5,160,10,1.5
63,1.099,150,5,160,10,1.5
63,1.1,150,5,160,10,1.5
63,1.101,150,5,160,10,1.5
63,1.102,150,5,160,10,1.5
63,1.103,150,5,160,10,1.5
63,1.104,150,5,160,10,1.5
63,1.105,150,5,160,10,1.5
63,1.106,150,5,160,10,1.5
63,1.107,150,5,160,10,1.5
63,1.108,150,5,160,10,1.5
63,1.109,150,5,160,10,1.5
63,1.11,150,5,160,10,1.5
63,1.111,150,5,160,10,1.5
63,1.112,150,5,160,10,1.5
63,1.113,150,5,160,10,1.5
63,1.114,150,5,160,10,1.5
63,1.115,150,5,160,10,1.5
63,1.116,150,5,160,10,1.5
63,1.117,150,5,160,10,1.5
63,1.118,150,5,160,10,1.5
63,1.119,150,5,160,10,1.5
63,1.12,150,5,160,10,1.5
63,1.121,150,5,160,10,1.5
63,1.122,150,5,160,10,1.5
63,1.123,150,5,160,10,1.5
63,1.124,150,5,160,10,1.5
63,1.125,150,5,160,10,1.5
63,1.126,150,5,160,10,1.5
63,1.127,150,5,160,10,1.5
63,1.128,150,5,160,10,1.5
63,1.129,150,5,160,10,1.5
63,1.13,150,5,160,10,1.5
63,1.131,150,5,160,10,1.5
63,1.132,150,5,160,10,1.5
