Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
164.355,1,2.4,40,43,20
106.509,3,2.4,40,43,20
175.09,5,2.4,40,43,20
238.158,7,2.4,40,43,20
284.369,9,2.4,40,43,20
481.219,11,2.4,40,43,20
464.983,13,2.4,40,43,20
321.592,15,2.4,40,43,20
264.833,17,2.4,40,43,20
633.452,19,2.4,40,43,20
497.845,21,2.4,40,43,20
368.452,23,2.4,40,43,20
396.939,25,2.4,40,43,20
553.623,27,2.4,40,43,20
484.403,29,2.4,40,43,20
660.191,31,2.4,40,43,20
705.34,33,2.4,40,43,20
913.716,35,2.4,40,43,20
666.575,37,2.4,40,43,20
589.208,39,2.4,40,43,20
1032.68,41,2.4,40,43,20
854.807,43,2.4,40,43,20
1152.07,45,2.4,40,43,20
727.193,47,2.4,40,43,20
920.639,49,2.4,40,43,20
857.476,51,2.4,40,43,20
1006.96,53,2.4,40,43,20
893.896,55,2.4,40,43,20
1029.75,57,2.4,40,43,20
1226.38,59,2.4,40,43,20
1158,61,2.4,40,43,20
925.6,63,2.4,40,43,20
1156.51,65,2.4,40,43,20
1003.7,67,2.4,40,43,20
1065.77,69,2.4,40,43,20
1127.43,71,2.4,40,43,20
1359.54,73,2.4,40,43,20
1683.01,75,2.4,40,43,20
950.377,77,2.4,40,43,20
1703.41,79,2.4,40,43,20
1309.93,81,2.4,40,43,20
1726.04,83,2.4,40,43,20
1494.24,85,2.4,40,43,20
1411.25,87,2.4,40,43,20
1585.34,89,2.4,40,43,20
2122.03,91,2.4,40,43,20
2122.03,93,2.4,40,43,20
2122.03,95,2.4,40,43,20
2122.03,97,2.4,40,43,20
2122.03,99,2.4,40,43,20
2122.03,101,2.4,40,43,20
