Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
87.5441,1,2.4,40,41,20
141.357,3,2.4,40,41,20
166.65,5,2.4,40,41,20
205.849,7,2.4,40,41,20
255.809,9,2.4,40,41,20
275.033,11,2.4,40,41,20
448.842,13,2.4,40,41,20
273.315,15,2.4,40,41,20
267.81,17,2.4,40,41,20
375.748,19,2.4,40,41,20
407.941,21,2.4,40,41,20
294.452,23,2.4,40,41,20
451.457,25,2.4,40,41,20
740.514,27,2.4,40,41,20
433.267,29,2.4,40,41,20
657.264,31,2.4,40,41,20
671.435,33,2.4,40,41,20
770.219,35,2.4,40,41,20
576.682,37,2.4,40,41,20
655.52,39,2.4,40,41,20
935.14,41,2.4,40,41,20
907.277,43,2.4,40,41,20
882.408,45,2.4,40,41,20
754.944,47,2.4,40,41,20
727.556,49,2.4,40,41,20
926.807,51,2.4,40,41,20
1006.68,53,2.4,40,41,20
758.45,55,2.4,40,41,20
784.6,57,2.4,40,41,20
1088.27,59,2.4,40,41,20
963.393,61,2.4,40,41,20
1121.75,63,2.4,40,41,20
843.088,65,2.4,40,41,20
825.494,67,2.4,40,41,20
1018.9,69,2.4,40,41,20
1278.46,71,2.4,40,41,20
1199.54,73,2.4,40,41,20
1658.44,75,2.4,40,41,20
1120.86,77,2.4,40,41,20
1463.98,79,2.4,40,41,20
1676.99,81,2.4,40,41,20
1582.01,83,2.4,40,41,20
1783.27,85,2.4,40,41,20
1497.47,87,2.4,40,41,20
1772.94,89,2.4,40,41,20
1996.8,91,2.4,40,41,20
1858.93,93,2.4,40,41,20
1993.82,95,2.4,40,41,20
1459.12,97,2.4,40,41,20
1213.27,99,2.4,40,41,20
1290.41,101,2.4,40,41,20
89.0271,1,5,160,41,20
39.0415,2,5,160,41,20
41.5685,3,5,160,41,20
51.7404,4,5,160,41,20
57.032,5,5,160,41,20
103.861,6,5,160,41,20
34.2021,7,5,160,41,20
188.878,8,5,160,41,20
85.843,9,5,160,41,20
105.297,10,5,160,41,20
115.264,11,5,160,41,20
133.928,12,5,160,41,20
136.278,13,5,160,41,20
