Mean_Goodput(Mbps),NumSTAs,FrequencyBand(Hz),ChannelWidth(GHz),Seed,SimulationTime(s)
87.5628,1,2.4,40,44,20
106.277,3,2.4,40,44,20
143.325,5,2.4,40,44,20
373.316,7,2.4,40,44,20
254.713,9,2.4,40,44,20
297.585,11,2.4,40,44,20
302.329,13,2.4,40,44,20
293.712,15,2.4,40,44,20
224.989,17,2.4,40,44,20
369.697,19,2.4,40,44,20
470.686,21,2.4,40,44,20
472.813,23,2.4,40,44,20
452.793,25,2.4,40,44,20
542.261,27,2.4,40,44,20
521.573,29,2.4,40,44,20
555.528,31,2.4,40,44,20
655.24,33,2.4,40,44,20
782.002,35,2.4,40,44,20
647.85,37,2.4,40,44,20
521.669,39,2.4,40,44,20
1163.58,41,2.4,40,44,20
834.21,43,2.4,40,44,20
986.371,45,2.4,40,44,20
627.428,47,2.4,40,44,20
914.007,49,2.4,40,44,20
945.99,51,2.4,40,44,20
1046.6,53,2.4,40,44,20
766.032,55,2.4,40,44,20
994.634,57,2.4,40,44,20
981.084,59,2.4,40,44,20
1025.07,61,2.4,40,44,20
1043.6,63,2.4,40,44,20
980.239,65,2.4,40,44,20
903.915,67,2.4,40,44,20
1187.84,69,2.4,40,44,20
1166.34,71,2.4,40,44,20
1124.42,73,2.4,40,44,20
1408.35,75,2.4,40,44,20
872.547,77,2.4,40,44,20
1882.45,79,2.4,40,44,20
1420.17,81,2.4,40,44,20
1498.28,83,2.4,40,44,20
1779.42,85,2.4,40,44,20
1335.35,87,2.4,40,44,20
1813.59,89,2.4,40,44,20
2311.49,91,2.4,40,44,20
2311.49,93,2.4,40,44,20
2311.49,95,2.4,40,44,20
2311.49,97,2.4,40,44,20
2311.49,99,2.4,40,44,20
2311.49,101,2.4,40,44,20
