QueueDropPackets,PacketsInQueue,PacketsDropPhyRx,PacketsDropPhyRxInterferences,Time(s),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,TotalSimulationTime(s)
0,0,0,0,0,150,5,160,5,60
0,0,101778,18574,1,150,5,160,5,60
1209273,36,692328,501104,2,150,5,160,5,60
2433639,35,1329839,1057436,3,150,5,160,5,60
3657853,56,1936296,1620949,4,150,5,160,5,60
4882156,56,2528982,2180312,5,150,5,160,5,60
6106148,56,3117651,2758598,6,150,5,160,5,60
7330071,37,3694298,3329983,7,150,5,160,5,60
8553860,49,4273419,3906105,8,150,5,160,5,60
9777694,35,4849350,4476977,9,150,5,160,5,60
11001295,56,5427804,5053289,10,150,5,160,5,60
12224404,56,5994969,5620142,11,150,5,160,5,60
13447389,56,6563297,6188470,12,150,5,160,5,60
14670238,36,7145094,6770267,13,150,5,160,5,60
15892940,34,7737778,7362951,14,150,5,160,5,60
17115261,35,8392838,8018011,15,150,5,160,5,60
18336398,35,9250205,8875378,16,150,5,160,5,60
19557376,2,10136102,9761275,17,150,5,160,5,60
20778380,56,11019006,10644179,18,150,5,160,5,60
21999304,35,11914237,11539410,19,150,5,160,5,60
23220094,56,12815935,12441108,20,150,5,160,5,60
24440951,56,13706963,13332136,21,150,5,160,5,60
25661732,56,14645936,14271109,22,150,5,160,5,60
26882434,35,15551415,15176588,23,150,5,160,5,60
28103166,56,16454766,16079939,24,150,5,160,5,60
29323791,56,17373865,16999038,25,150,5,160,5,60
30544416,35,18290815,17915988,26,150,5,160,5,60
31765095,35,19207094,18832267,27,150,5,160,5,60
32985638,56,20141989,19767162,28,150,5,160,5,60
34206307,35,21059168,20684341,29,150,5,160,5,60
35426646,35,22026161,21651334,30,150,5,160,5,60
36647023,56,22988309,22613482,31,150,5,160,5,60
37867303,56,23977924,23603097,32,150,5,160,5,60
39087736,35,24937891,24563064,33,150,5,160,5,60
40308028,56,25916039,25541212,34,150,5,160,5,60
41528260,45,26904966,26530139,35,150,5,160,5,60
42748576,2,27886776,27511949,36,150,5,160,5,60
43968810,56,28882413,28507586,37,150,5,160,5,60
45189102,56,29856741,29481914,38,150,5,160,5,60
46408305,2,30864878,30490051,39,150,5,160,5,60
47626870,34,31902593,31527766,40,150,5,160,5,60
48844815,56,32999440,32624613,41,150,5,160,5,60
50061700,13,34261165,33886338,42,150,5,160,5,60
51277884,2,35592030,35217203,43,150,5,160,5,60
52493797,3,36951001,36576174,44,150,5,160,5,60
53709763,56,38303120,37928293,45,150,5,160,5,60
54925539,56,39668242,39293415,46,150,5,160,5,60
56141240,56,41043649,40668822,47,150,5,160,5,60
57356984,56,42426397,42051570,48,150,5,160,5,60
58572900,56,43781546,43406719,49,150,5,160,5,60
59788648,56,45153924,44779097,50,150,5,160,5,60
61004272,56,46533866,46159039,51,150,5,160,5,60
62220199,56,47891507,47516680,52,150,5,160,5,60
63435987,56,49258550,48883723,53,150,5,160,5,60
64651484,56,50652179,50277352,54,150,5,160,5,60
65867378,56,52017504,51642677,55,150,5,160,5,60
67083116,56,53391190,53016363,56,150,5,160,5,60
68298787,56,54774296,54399469,57,150,5,160,5,60
69514703,56,56140290,55765463,58,150,5,160,5,60
70730262,56,57533906,57159079,59,150,5,160,5,60
71946039,56,58905787,58530960,60,150,5,160,5,60
