MCS,CtlrRate,Mean_Goodput(Mbps),Distance(m),ChannelWidth(Hz),GI(ns),SimulationTime(s),Seed
0,ErpOfdmRate6Mbps,7.28897,3,20,800,30,1
1,ErpOfdmRate12Mbps,14.9289,3,20,800,30,1
2,ErpOfdmRate18Mbps,22.3171,3,20,800,30,1
3,ErpOfdmRate24Mbps,30.1174,3,20,800,30,1
4,ErpOfdmRate36Mbps,45.1732,3,20,800,30,1
5,ErpOfdmRate48Mbps,60.227,3,20,800,30,1
6,ErpOfdmRate54Mbps,67.7572,3,20,800,30,1
7,ErpOfdmRate54Mbps,75.2792,3,20,800,30,1
