MCS,CtlrRate,Mean_Goodput(Mbps),Distance(m),ChannelWidth(Hz),GI(ns),SimulationTime(s),Seed
0,OfdmRate6Mbps,7.40421,3,20,800,30,1
1,OfdmRate12Mbps,15.1639,3,20,800,30,1
2,OfdmRate18Mbps,22.667,3,20,800,30,1
3,OfdmRate24Mbps,30.5922,3,20,800,30,1
4,OfdmRate36Mbps,45.8806,3,20,800,30,1
