Mean_Goodput(Mbps),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,SimulationTime(s)
164.328,1,2.4,40,6,20
700.376,5,2.4,40,6,20
554.695,10,2.4,40,6,20
1231.71,15,2.4,40,6,20
1555.89,20,2.4,40,6,20
2089.46,25,2.4,40,6,20
1734.69,30,2.4,40,6,20
2096.53,35,2.4,40,6,20
2698.85,40,2.4,40,6,20
2374.61,45,2.4,40,6,20
3532.73,50,2.4,40,6,20
4116.36,55,2.4,40,6,20
3256.06,60,2.4,40,6,20
3859.1,65,2.4,40,6,20
3561.42,70,2.4,40,6,20
3481.92,75,2.4,40,6,20
4041.29,80,2.4,40,6,20
5553.87,85,2.4,40,6,20
4320.2,90,2.4,40,6,20
5055.07,95,2.4,40,6,20
3626.81,100,2.4,40,6,20
5064.68,105,2.4,40,6,20
4757.41,110,2.4,40,6,20
6116.36,115,2.4,40,6,20
5328.36,120,2.4,40,6,20
6258.59,125,2.4,40,6,20
5485.71,130,2.4,40,6,20
7043.05,135,2.4,40,6,20
8195.24,140,2.4,40,6,20
9622.77,145,2.4,40,6,20
8771.97,150,2.4,40,6,20
8781.18,155,2.4,40,6,20
418.801,1,5,160,6,20
691.556,5,5,160,6,20
673.001,10,5,160,6,20
1191.88,15,5,160,6,20
1539.6,20,5,160,6,20
1882.37,25,5,160,6,20
1648.71,30,5,160,6,20
2092.7,35,5,160,6,20
2442.7,40,5,160,6,20
2002.98,45,5,160,6,20
2950.2,50,5,160,6,20
2930.29,55,5,160,6,20
3598.8,60,5,160,6,20
3403.57,65,5,160,6,20
3121.68,70,5,160,6,20
3105.68,75,5,160,6,20
3969.43,80,5,160,6,20
4673.19,85,5,160,6,20
3622.4,90,5,160,6,20
4713.28,95,5,160,6,20
4215.84,100,5,160,6,20
5012.67,105,5,160,6,20
5011.3,110,5,160,6,20
5896.09,115,5,160,6,20
4538.69,120,5,160,6,20
6197.8,125,5,160,6,20
5425.53,130,5,160,6,20
4980.65,135,5,160,6,20
7254.58,140,5,160,6,20
6611.44,145,5,160,6,20
6036.23,150,5,160,6,20
5854.85,155,5,160,6,20
418.801,1,6,160,6,20
583.42,5,6,160,6,20
657.042,10,6,160,6,20
1070.17,15,6,160,6,20
1150.23,20,6,160,6,20
1665.55,25,6,160,6,20
1506.59,30,6,160,6,20
1840.78,35,6,160,6,20
2216.1,40,6,160,6,20
2185.66,45,6,160,6,20
2010.7,50,6,160,6,20
3404.9,55,6,160,6,20
2761.43,60,6,160,6,20
3285.47,65,6,160,6,20
3477.46,70,6,160,6,20
3305.31,75,6,160,6,20
3519.9,80,6,160,6,20
4023.62,85,6,160,6,20
3286.75,90,6,160,6,20
4248.54,95,6,160,6,20
3926.61,100,6,160,6,20
4251.82,105,6,160,6,20
3780.17,110,6,160,6,20
4217.11,115,6,160,6,20
4691.91,120,6,160,6,20
5097.32,125,6,160,6,20
4974.76,130,6,160,6,20
4767.8,135,6,160,6,20
7152.46,140,6,160,6,20
5369.02,145,6,160,6,20
5516.69,150,6,160,6,20
5539.89,155,6,160,6,20
