QueueDropPackets,PacketsInQueue,PacketsDropPhyRx,PacketsDropPhyRxInterferences,Time(s),NumSTAs,FrequencyBand(GHz),ChannelWidth(MHz),Seed,TotalSimulationTime(s)
0,0,0,0,0,150,2.4,40,9,60
0,0,130507,29102,1,150,2.4,40,9,60
249894,56,317226,86739,2,150,2.4,40,9,60
525927,47,500687,148047,3,150,2.4,40,9,60
800073,43,610321,184433,4,150,2.4,40,9,60
1073088,29,774319,236918,5,150,2.4,40,9,60
1345241,56,919342,287917,6,150,2.4,40,9,60
1617044,50,1041327,329576,7,150,2.4,40,9,60
1888514,34,1128334,361828,8,150,2.4,40,9,60
2160466,54,1234258,401705,9,150,2.4,40,9,60
2432517,56,1359461,450025,10,150,2.4,40,9,60
2704419,35,1465278,491406,11,150,2.4,40,9,60
2974685,56,1529715,517293,12,150,2.4,40,9,60
3245899,42,1622123,556741,13,150,2.4,40,9,60
3516430,35,1708187,593775,14,150,2.4,40,9,60
3787020,35,1759543,616368,15,150,2.4,40,9,60
4057273,35,1803633,637599,16,150,2.4,40,9,60
4328445,56,1867109,668286,17,150,2.4,40,9,60
4599774,56,1905155,685661,18,150,2.4,40,9,60
4869796,40,1916620,692497,19,150,2.4,40,9,60
5137050,36,1916620,692497,20,150,2.4,40,9,60
5404375,16,1916620,692497,21,150,2.4,40,9,60
5671602,2,1916620,692497,22,150,2.4,40,9,60
5938682,56,1916620,692497,23,150,2.4,40,9,60
6205951,19,1916620,692497,24,150,2.4,40,9,60
6471939,2,1916620,692497,25,150,2.4,40,9,60
6737680,56,1916620,692497,26,150,2.4,40,9,60
7003520,56,1916620,692497,27,150,2.4,40,9,60
7269223,56,1916620,692497,28,150,2.4,40,9,60
7534713,56,1916620,692497,29,150,2.4,40,9,60
7800258,43,1916620,692497,30,150,2.4,40,9,60
8065902,56,1916620,692497,31,150,2.4,40,9,60
8331120,20,1916620,692497,32,150,2.4,40,9,60
8596353,56,1916620,692497,33,150,2.4,40,9,60
8861531,2,1916620,692497,34,150,2.4,40,9,60
9126632,20,1916620,692497,35,150,2.4,40,9,60
9391523,56,1916620,692497,36,150,2.4,40,9,60
9656609,56,1916620,692497,37,150,2.4,40,9,60
9921511,56,1916620,692497,38,150,2.4,40,9,60
10186281,2,1916620,692497,39,150,2.4,40,9,60
10451131,56,1916620,692497,40,150,2.4,40,9,60
10716069,2,1916620,692497,41,150,2.4,40,9,60
10981001,2,1916620,692497,42,150,2.4,40,9,60
11245739,56,1916620,692497,43,150,2.4,40,9,60
11510493,56,1916620,692497,44,150,2.4,40,9,60
11775354,56,1916620,692497,45,150,2.4,40,9,60
12040120,56,1916620,692497,46,150,2.4,40,9,60
12304903,56,1916620,692497,47,150,2.4,40,9,60
12569720,56,1916620,692497,48,150,2.4,40,9,60
12834641,56,1916620,692497,49,150,2.4,40,9,60
13099462,56,1916620,692497,50,150,2.4,40,9,60
13364127,56,1916620,692497,51,150,2.4,40,9,60
13628832,56,1916620,692497,52,150,2.4,40,9,60
13893761,2,1916620,692497,53,150,2.4,40,9,60
14158204,56,1916620,692497,54,150,2.4,40,9,60
14422832,56,1916620,692497,55,150,2.4,40,9,60
14687268,56,1916620,692497,56,150,2.4,40,9,60
14951815,56,1916620,692497,57,150,2.4,40,9,60
15216126,56,1916620,692497,58,150,2.4,40,9,60
15480303,56,1916620,692497,59,150,2.4,40,9,60
15744575,56,1916620,692497,60,150,2.4,40,9,60
0,0,0,0,0,150,5,160,9,60
0,0,108979,31013,1,150,5,160,9,60
1661782,54,445778,278286,2,150,5,160,9,60
3419925,32,709529,470771,3,150,5,160,9,60
5177963,32,834837,562763,4,150,5,160,9,60
6936058,63,933886,628008,5,150,5,160,9,60
8694174,31,1009111,684825,6,150,5,160,9,60
10452195,30,1058032,730385,7,150,5,160,9,60
12210197,33,1101560,773913,8,150,5,160,9,60
13968277,49,1140129,812482,9,150,5,160,9,60
15726363,31,1178698,851051,10,150,5,160,9,60
17484267,32,1217978,890331,11,150,5,160,9,60
19242296,32,1255669,928022,12,150,5,160,9,60
20999995,52,1299305,971658,13,150,5,160,9,60
22757187,39,1356311,1028664,14,150,5,160,9,60
24514373,45,1412885,1085238,15,150,5,160,9,60
26271535,33,1472640,1144993,16,150,5,160,9,60
28028741,41,1529739,1202092,17,150,5,160,9,60
29785803,45,1591076,1263429,18,150,5,160,9,60
31542556,54,1659276,1331629,19,150,5,160,9,60
33299394,34,1725580,1397933,20,150,5,160,9,60
35056274,56,1792111,1464464,21,150,5,160,9,60
36812895,39,1864947,1537300,22,150,5,160,9,60
38568781,43,1954643,1626996,23,150,5,160,9,60
40324099,50,2057721,1730074,24,150,5,160,9,60
42079374,54,2157380,1829733,25,150,5,160,9,60
43833772,46,2279993,1952346,26,150,5,160,9,60
45587603,56,2416916,2089269,27,150,5,160,9,60
47340545,46,2578141,2250494,28,150,5,160,9,60
49093433,35,2739772,2412125,29,150,5,160,9,60
50846151,56,2903995,2576348,30,150,5,160,9,60
52598795,46,3072732,2745085,31,150,5,160,9,60
54351335,46,3242735,2915088,32,150,5,160,9,60
56103272,28,3427385,3099738,33,150,5,160,9,60
57855028,48,3618821,3291174,34,150,5,160,9,60
59606673,51,3810456,3482809,35,150,5,160,9,60
61358197,56,4004449,3676802,36,150,5,160,9,60
63109630,49,4201791,3874144,37,150,5,160,9,60
64861151,36,4398185,4070538,38,150,5,160,9,60
66612616,38,4594025,4266378,39,150,5,160,9,60
68363997,50,4795343,4467696,40,150,5,160,9,60
70115090,56,5006444,4678797,41,150,5,160,9,60
71865823,54,5229630,4901983,42,150,5,160,9,60
73616580,56,5450623,5122976,43,150,5,160,9,60
75366912,55,5681734,5354087,44,150,5,160,9,60
77117085,55,5916923,5589276,45,150,5,160,9,60
78867236,32,6155171,5827524,46,150,5,160,9,60
80617309,56,6393483,6065836,47,150,5,160,9,60
82367485,43,6629295,6301648,48,150,5,160,9,60
84117534,32,6868939,6541292,49,150,5,160,9,60
85867631,47,7109344,6781697,50,150,5,160,9,60
87617604,56,7350680,7023033,51,150,5,160,9,60
89367495,31,7594501,7266854,52,150,5,160,9,60
91117401,56,7836233,7508586,53,150,5,160,9,60
92867337,56,8076833,7749186,54,150,5,160,9,60
94617189,56,8320840,7993193,55,150,5,160,9,60
96367194,55,8562258,8234611,56,150,5,160,9,60
98117148,30,8804643,8476996,57,150,5,160,9,60
99866928,56,9050099,8722452,58,150,5,160,9,60
101616729,56,9295783,8968136,59,150,5,160,9,60
103366592,56,9539660,9212013,60,150,5,160,9,60
0,0,0,0,0,150,6,160,9,60
0,0,91430,28988,1,150,6,160,9,60
1234141,30,546792,416626,2,150,6,160,9,60
2552280,32,874390,695929,3,150,6,160,9,60
3870382,32,1021383,815232,4,150,6,160,9,60
5188458,31,1171748,940318,5,150,6,160,9,60
6506490,31,1294572,1052532,6,150,6,160,9,60
7824491,33,1398667,1153831,7,150,6,160,9,60
9142191,34,1510368,1265532,8,150,6,160,9,60
10459779,34,1628175,1383339,9,150,6,160,9,60
11777189,31,1748740,1503904,10,150,6,160,9,60
13094527,42,1878424,1633588,11,150,6,160,9,60
14411796,41,2013161,1768325,12,150,6,160,9,60
15729111,36,2140100,1895264,13,150,6,160,9,60
17046265,34,2282842,2038006,14,150,6,160,9,60
18363204,56,2429188,2184352,15,150,6,160,9,60
19680387,44,2574841,2330005,16,150,6,160,9,60
20997387,43,2719609,2474773,17,150,6,160,9,60
22314518,34,2867189,2622353,18,150,6,160,9,60
23631495,21,3014642,2769806,19,150,6,160,9,60
24948079,32,3204324,2959488,20,150,6,160,9,60
26264264,50,3413452,3168616,21,150,6,160,9,60
27580523,51,3624824,3379988,22,150,6,160,9,60
28896727,33,3841941,3597105,23,150,6,160,9,60
30212950,52,4064696,3819860,24,150,6,160,9,60
31529018,39,4290022,4045186,25,150,6,160,9,60
32845173,34,4510057,4265221,26,150,6,160,9,60
34161353,35,4734998,4490162,27,150,6,160,9,60
35477483,53,4953860,4709024,28,150,6,160,9,60
36793399,56,5184812,4939976,29,150,6,160,9,60
38108121,40,5484553,5239717,30,150,6,160,9,60
39422229,31,5818337,5573501,31,150,6,160,9,60
40736036,33,6179302,5934466,32,150,6,160,9,60
42049984,39,6530552,6285716,33,150,6,160,9,60
43363706,34,6889302,6644466,34,150,6,160,9,60
44677315,46,7260376,7015540,35,150,6,160,9,60
45990681,56,7654719,7409883,36,150,6,160,9,60
47303539,32,8069390,7824554,37,150,6,160,9,60
48616257,56,8487186,8242350,38,150,6,160,9,60
49929161,56,8907813,8662977,39,150,6,160,9,60
51241836,43,9310850,9066014,40,150,6,160,9,60
52554092,56,9651843,9407007,41,150,6,160,9,60
53866258,40,9985546,9740710,42,150,6,160,9,60
55177448,31,10357839,10113003,43,150,6,160,9,60
56487870,56,10766611,10521775,44,150,6,160,9,60
57797324,56,11227210,10982374,45,150,6,160,9,60
59106228,56,11716244,11471408,46,150,6,160,9,60
60414941,36,12211951,11967115,47,150,6,160,9,60
61722500,56,12760969,12516133,48,150,6,160,9,60
63029804,48,13322954,13078118,49,150,6,160,9,60
64336969,56,13888269,13643433,50,150,6,160,9,60
65643435,40,14491205,14246369,51,150,6,160,9,60
66949748,56,15100926,14856090,52,150,6,160,9,60
68256090,56,15713560,15468724,53,150,6,160,9,60
69562368,56,16328241,16083405,54,150,6,160,9,60
70868479,47,16948096,16703260,55,150,6,160,9,60
72174715,56,17565318,17320482,56,150,6,160,9,60
73480835,56,18189940,17945104,57,150,6,160,9,60
74786869,12,18818755,18573919,58,150,6,160,9,60
76093029,56,19437916,19193080,59,150,6,160,9,60
77399017,30,20067934,19823098,60,150,6,160,9,60
